site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Land rear of 31 York Road, Riccall",yes,,2018-08-07,,0.84,23,23,Entire site lies within flood zone 2.,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Riccall-1,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"Land at Chestnut Terrace, Riccall",yes,,2018-08-07,,0.14,5,5,,local-authority-eng:SEL,owned by a public authority,2017-04-03,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,Riccall-20,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"Land at Beech Tree Surgery, Selby",yes,,2018-08-07,,0.38,15,15,Entire site lies within flood zone 2 and is an area benefiting from flood defences.,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Selby-10,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Land at Portholme Crescent, Selby",,,2018-08-07,,0.46,18,18,Entire site lies within flood zones 2 and 3 and is an area benefiting from flood defences.,local-authority-eng:SEL,owned by a public authority,,,not permissioned,,Selby-12,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Land south of Portholme Road, Selby",,,2018-08-07,,0.95,38,38,Entire site lies within flood zones 2 and 3 and is an area benefiting from flood defences. Possible ground contamination for the northern half of the site from former rail works.,local-authority-eng:SEL,owned by a public authority,,,not permissioned,,Selby-13,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Depot, New Millgate, Selby",,,2018-08-07,,0.34,14,14,Entire site lies within flood zones 2 and 3 and is an area benefiting from flood defences.,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Selby-14,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Industrial Chemicals Ltd, Canal View, Bawtry Road, Selby",yes,,2018-08-07,,6.00,300,300,"Sites lies within the inner area of a health and safety executive consultation zone, however this restraint is planned to be removed by the promoter as part of the redevelopment of the site. Entire site lies within flood zones 2 and 3 and is an area benefiting from flood defences. Sites lies within a health and safety executive consultation zone, however this restraint is planned to be removed by the promoter as part of the redevelopment of the site. Possible ground contamination for the northern half of the site from the former chemical works",local-authority-eng:SEL,not owned by a public authority,2016-07-13,http://public.selby.gov.uk/online-applications/,permissioned,reserved matters approval,Selby-2,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Land At Holme Lane, Coupland Road, Selby",yes,,2018-08-07,,7.43,301,301,Entire site lies within flood zones 2 and 3 and is an area benefiting from flood defences. Possible areas of ground contamination on the northern half of the site,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Selby-25,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Greencore, Barlby Road, Barlby",,,2018-08-07,,7.72,309,309,Entire site lies within flood zone 2 and 3 and is an area benefiting from flood defences. Possible ground contamination from existing factory,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Selby-26,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"21 - 23A Brook Street, Selby",yes,,2018-08-07,,0.15,9,9,Entire site lies within flood zone 2.,local-authority-eng:SEL,not owned by a public authority,2016-11-24,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,Selby-28,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"Council Depot, Barlby Road, Barlby",yes,,2018-08-07,,0.58,29,29,Entire site in a floodzone 3 and is an area benefitting from flood defences.,local-authority-eng:SEL,owned by a public authority,,,not permissioned,,Selby-29,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"Land at Canal View, Bawtry Road, Selby",yes,,2018-08-07,,0.75,30,30,Most of site within health and safety executive consultation zone and edge of site 50m away from a health and safety executive inner zone. Entire site lies within flood zones 2 and 3 and is an area benefiting from flood defences. Possible areas of contaminated land within the site from works buildings. Most of site within health and safety executive consultation zone.,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Selby-3,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Shipyard Road Pump Station, Shipyard Road",yes,,2018-08-07,,0.14,14,14,Entire site lies within flood zones 2 and 3 and is benefiting from flood defences. Possible ground contamination on site from former factory.,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Selby-31,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Bridge Wharf, Ousegate",yes,,2018-08-07,,0.17,13,13,Entire site lies within flood zone 2 whilst the top half other site also lies within flood zone 3.,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Selby-32,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Friendship Inn, 58 Millgate, Selby",yes,,2018-08-07,,0.06,6,6,"Entire site in a floodzone 3 area, benefitting from flood defences.",local-authority-eng:SEL,not owned by a public authority,2016-09-22,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,Selby-39,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"Potter Logistics, Barlby",,,2018-08-07,,24.29,729,729,Entire site lies within flood zone 2 and 3 and is an area benefitting from flood defences. Several areas of possible ground contamination from existing works,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Selby-47,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"Rigid Group Ltd, Denison Road, Selby",yes,,2018-08-07,,7.53,305,305,Floodzones 2&3 on the entire site. Areas of possible ground contamination from the former factory,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Selby-54,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
Council waste depot at the end of Prospect Way,,,2018-08-07,,0.64,32,32,"Sites lies within the inner area of a health and safety executive consultation zone, however this restraint is planned to be removed by the promoter as part of the redevelopment of the site. Area benefitting from flood defences. Floodzone 3 on the majority of the site, apart from the southwest corner, which is in floodzone 2. Areas of possible ground contamination from former uses",local-authority-eng:SEL,owned by a public authority,,,not permissioned,,Selby-60,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Former Civic Centre, Portholme Road, Selby",,,2018-08-07,,2.29,103,103,"Area benefitting from flood defences. Floodzone 3 on the majority of the site, remainder is in floodzone 2. Areas of possible ground contamination from former uses",local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Selby-62,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
Police Building south of Portholme Road,,,2018-08-07,,0.64,32,32,"Area benefitting from flood defences. Floodzone 3 on the majority of the site, remainder is in floodzone 2. Areas of possible ground contamination from former uses",local-authority-eng:SEL,owned by a public authority,,,not permissioned,,Selby-63,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"Old Maltings Site, Ousegate",,,2018-08-07,,0.41,21,21,Area benefitting from flood defences. Floodzone 2 on the entire site. Areas of possible ground contamination from former uses. Two listed buildings on the northern edge of the site.,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Selby-65,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Land at Carr Street / Denison Road, Selby",,,2018-08-07,,5.44,218,218,Area benefitting from flood defences. Floodzone 3 on the entire site. Areas of possible ground contamination from former uses,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Selby-66,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Olympia Park, Barlby Road, Barlby",yes,,2018-08-07,,42.71,863,863,Entire site lies within flood zones 2 and 3 and is an area benefiting from flood defences. Possible ground contamination from existing works,local-authority-eng:SEL,not owned by a public authority,2015-12-17,http://public.selby.gov.uk/online-applications/,permissioned,other,Selby-9,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
37 Low Street Sherburn In Elmet,yes,,2018-08-07,,0.11,7,7,,local-authority-eng:SEL,not owned by a public authority,2016-12-07,http://public.selby.gov.uk/online-applications/,permissioned,outline planning permission,Sherburn-42,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"North House Farm, Main Street, Skipwith",yes,,2018-08-07,,0.4,9,9,,local-authority-eng:SEL,not owned by a public authority,2017-12-06,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,Skipwith-5,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"Milford Hall, Lumby Lane, South Milford",yes,,2018-08-07,,0.39,14,14,,local-authority-eng:SEL,not owned by a public authority,2015-12-02,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,SMilford-29,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Cragland, Milford Road, South Milford",yes,,2018-08-07,,0.43,6,6,,local-authority-eng:SEL,not owned by a public authority,2016-06-08,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,SMilford-31,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
Commercial Street Bus Station,,,2018-08-07,,0.49,17,17,Entire site within a floodzone 3 area. Entire site within a ground water protection zone 1 area.,local-authority-eng:SEL,,,,not permissioned,,Tadcaster-12,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
Land west of Commercial Street,,,2018-08-07,,0.28,10,10,"Entire site within a floodzone 3 area. Most of site within a ground water protection zone 1 area, northern edge within zone 2.",local-authority-eng:SEL,,,,not permissioned,,Tadcaster-13,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"Fire Station & Police Station, Station Road, Tadcaster",,,2018-08-07,,0.72,25,25,Entire site within a ground water source protection zone 1 area.,local-authority-eng:SEL,,,,not permissioned,,Tadcaster-15,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"The Old Coal Yard, Wighill Lane, Tadcaster",yes,,2018-08-07,,0.15,8,8,Whole of site is in a groundwater source protection zone 2,local-authority-eng:SEL,not owned by a public authority,2016-01-25,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,Tadcaster-21,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Land at Auster Bank Road, Tadcaster",,,2018-08-07,,0.27,9,9,Whole of site is in a groundwater source protection zone 3.,local-authority-eng:SEL,owned by a public authority,,,not permissioned,,Tadcaster-4,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"Land at Edgerton Drive, Tadcaster",yes,,2018-08-07,,0.36,11,11,Whole of site is in a groundwater source protection zone 3,local-authority-eng:SEL,owned by a public authority,,,not permissioned,,Tadcaster-5,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Land at Hollygarth, Thorpe Willoughby",yes,,2018-08-07,,0.48,14,14,Whole of site is in a groundwater source protection zone 3,local-authority-eng:SEL,owned by a public authority,2018-07-26,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,ThorpeW-8,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Land at Towton Hall, Towton",yes,,2018-08-07,,0.67,13,13,Site lies within outer health and safety executive consultation zone of a gas pipeline.,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,Towton-2,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"RAF Church Fenton, Busk Lane, Church Fenton",yes,,2018-08-07,,3.14,39,39,Areas of floodzone 2 on the western edges of the site.,local-authority-eng:SEL,not owned by a public authority,2015-12-21,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,Ulleskelf-11,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"RAF Church Fenton, Busk Lane, Church Fenton",yes,,2018-08-07,,5.29,65,65,Possible ground contamination on the majority of site from the former airfield.,local-authority-eng:SEL,not owned by a public authority,,,pending decision,reserved matters approval,Ulleskelf-6,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
