site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Railway land, Corporation Street",,,2018-11-19,,1.75 Not owned by a public authority,,,,local-authority-eng:PRE,,,,not permissioned,,POINT(-2.707321 53.7585),BR28,,2016-09-06
,,,2019-12-16,,,,,,local-authority-eng:PRE,,,,,,,,,
"Oak Street, off Manchester Road",,,2018-11-19,,0.14 Unknown ownership,,,,local-authority-eng:PRE,,,,not permissioned,,POINT(-2.692935 53.75807),BR29,,2016-09-06
"Former Spindlemakers Arms, Lancaster",,,2019-12-16,,,,,,local-authority-eng:PRE,,,,,,,,,
Road North,,,2018-11-19,,0.11 Unknown ownership,,,,local-authority-eng:PRE,,2002-07-22,,permissioned,full planning permission,POINT(-2.700376 53.76409),BR30,,2016-09-06
170 Corporation Street,,,2018-11-19,,0.03 Not owned by a public authority,,,,local-authority-eng:PRE,,2012-02-14,,permissioned,full planning permission,POINT(-2.706521 53.76141),BR31,,2016-09-06
161-171 Fylde Rd,,,2018-11-19,,0.25 Not owned by a public authority,,,,local-authority-eng:PRE,,,,not permissioned,,POINT(-2.714388 53.76468),BR35,,2016-09-06
,,,2019-12-16,,,,,,local-authority-eng:PRE,,,,,,,,,
,,,2019-12-16,,,,,,local-authority-eng:PRE,,,,,,,,,
52-62 Corporation Street,,,2018-11-19,,0.09 Not owned by a public authority,,,,local-authority-eng:PRE,,,,pending decision,,POINT(-2.705016 53.75849),BR36,,2016-09-06
"Former County Arms Hotel site, 2 Deepale",,,2019-12-16,,,,,,local-authority-eng:PRE,,,,,,,,,
Road.,,,2018-11-19,,0.06 Not owned by a public authority,,,,local-authority-eng:PRE,,2008-04-24,,permissioned,full planning permission,POINT(-2.689775 53.76236),BR37,,2016-09-06
5&7 Moor Park Avenue,,,2018-11-19,,0.15 Not owned by a public authority,,,,local-authority-eng:PRE,,2017-02-16,,permissioned,full planning permission,POINT(-2.704075 53.77115),BR41,,2016-09-06
,,,2019-12-16,,,,,,local-authority-eng:PRE,,,,,full planning permission,,,,
"Oyston Mill, Strand Road",,,2018-11-19,,0.7 Not owned by a public authority,,,,local-authority-eng:PRE,,2017-10-10,,permissioned,under an order,POINT(-2.727184 53.76161),BR42,,2016-09-06
Deepdale Mill Street.,,,2018-11-19,,0.29 Not owned by a public authority,,,,local-authority-eng:PRE,,2015-03-19,,permissioned,full planning permission,POINT(-2.685838 53.76748),BR48,,2016-09-06
,,,2019-12-16,,,,,,local-authority-eng:PRE,,,,,full planning permission,,,,
"Victoria House, 9-11 Ormskirk Road.",,,2018-11-19,,0.04 Not owned by a public authority,,,,local-authority-eng:PRE,,2013-10-15,,permissioned,under an order,POINT(-2.698792 53.76184),BR49,,2016-09-06
,,,2019-12-16,,,,,,local-authority-eng:PRE,,,,,full planning permission,,,,
10 & 11 Camden Place,,,2018-11-19,,0.03 Not owned by a public authority,,,,local-authority-eng:PRE,,2014-07-01,,permissioned,under an order,POINT(-2.700903 53.75472),BR50,,2016-09-06
"The Golden Cross Hotel, 60 Lancaster Road.",,,2018-11-19,,0.02 Not owned by a public authority,,,,local-authority-eng:PRE,,2013-12-24,,permissioned,full planning permission,POINT(-2.698114 53.76031),BR51,,2016-09-06
"East Cliff House, 5 East Cliff",,,2018-11-19,,0.08 Not owned by a public authority,,,,local-authority-eng:PRE,,2014-04-17,,permissioned,full planning permission,POINT(-2.703378 53.75398),BR52,,2016-09-06
,,,2019-12-16,,,,,,local-authority-eng:PRE,,,,,full planning permission,,,,
63 Guildhall Street,,,2018-11-19,,0.02,,,,local-authority-eng:PRE,not owned by a public authority,2017-10-10,,permissioned,under an order,POINT(-2.699722 53.75664),BR53,,2016-09-06
33 Manchester Road,,,2018-11-19,,0.04,0,0,,local-authority-eng:PRE,not owned by a public authority,,,not permissioned,,POINT(-2.692809 53.75868),BR60,,2016-09-06
Former Royal Cross site,,,2018-11-19,,1,,,,local-authority-eng:PRE,owned by a public authority,2015-09-17,,permissioned,full planning permission,POINT(-2.651301 53.76499),BR62,,2016-09-06
"Land at D'Urton Lane, Broughton.",yes,,2018-11-19,,3.49,,,,local-authority-eng:PRE,not owned by a public authority,2015-09-15,,permissioned,full planning permission,POINT(-2.709582 53.80441),BR63,,2016-09-06
"Lodge Bank, Moor Lane",,,2018-11-19,,0.01,,,,local-authority-eng:PRE,not owned by a public authority,2015-11-05,,permissioned,full planning permission,POINT(-2.704359 53.76546),BR66,,2016-09-06
"Lancashire Fire and Rescue HQ, Garstang Road. WGS84",,,2018-11-19,,1.5,,,,local-authority-eng:PRE,owned by a public authority,,,not permissioned,,POINT(-2.716647 53.7984),BR70,,2016-09-06
Argyll Rd Depot,,,2018-11-19,,4.3,,,,local-authority-eng:PRE,owned by a public authority,,,not permissioned,,POINT(-2.693877 53.76829),BR71,,2016-09-06
"Deepdale Mill, Deepdale Mill Street /",,,2019-12-16,,,,,,local-authority-eng:PRE,,,,,,,,,
Isherwood Street,,,2018-11-19,,0.71 Not owned by a public authority,,,,local-authority-eng:PRE,,2015-06-23,,permissioned,reserved matters approval,POINT(-2.684194 53.76713),BR73,,2016-09-06
"Rear Bull & Royal Public House, Church St.",,,2018-11-19,,0.2 Unknown ownership,,,,local-authority-eng:PRE,,,,not permissioned,,POINT(-2.694566 53.75858),BR76,,2016-09-06
North of Shepherd St,,,2018-11-19,,0.4 Unknown ownership,,,,local-authority-eng:PRE,,,,not permissioned,,POINT(-2.6946 53.75876),BR77,,2016-09-06
