site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Multi Storey Car Park, Commercial Road",,,2017-12-15,,0.23,18,18,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=802,local-authority-eng:WEY,owned by a public authority,,,not permissioned,,POINT(-2.456413 50.609504),WP/MELC/020,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367801,78965,27700",2017-11-23,brownfield-land/local-authority-eng/WEY/WP-MELC-020
"The Loop Car Park, Commercial Road",,,2017-12-15,,0.31,24,24,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=803,local-authority-eng:WEY,owned by a public authority,,,not permissioned,,POINT(-2.457254 50.608835),WP/MELC/021,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367741,78891,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-MELC-021
Stavordale Business Park,,,2017-12-15,,0.16,9,9,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=354,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.461609 50.61041),WP/WESE/004,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367434,79068,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WESE-004
Lakeside Superbowl,,,2017-12-15,,0.38,24,24,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=506,local-authority-eng:WEY,mixed ownership,,,not permissioned,,POINT(-2.456246 50.608354),WP/MELC/013,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367812,78837,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-MELC-013
Rochester Court,yes,,2017-12-15,,1.23,36,36,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=364,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.482261 50.612197),WP/WESW/003,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=365974,79276,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WESW-003
"Gordon Row, Franchise Street",yes,,2017-12-15,,0.2,12,12,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=379,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.456869 50.605492),WP/WEYE/005,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367766,78519,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WEYE-005
Land at the Nothe,,,2017-12-15,,0.16,8,8,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=380,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.449839 50.606328),WP/WEYE/006,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=368264,78609,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WEYE-006
"Telephone Exchange, Littlemoor Road",,,2017-12-15,,0.22,7,7,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=347,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.467306 50.651925),WP/UPBR/020,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367060,83687,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-UPBR-020
"Coal Yard, adjacent Old Station House",,,2017-12-15,,0.29,8,8,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=348,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.47242 50.651284),WP/UPBR/021,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=366698,83618,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-UPBR-021
Land rear of Marsh Road,,,2017-12-15,,0.26,10,10,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=352,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.462478 50.608248),WP/WESE/002,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367371,78828,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WESE-002
Garages adjacent 27-29 Dawlish Crescent,yes,,2017-12-15,,0.08,5,5,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=384,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.469277 50.594183),WP/WEYW/001,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=366880,77267,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WEYW-001
Convent at Wyke Road,,,2017-12-15,,0.2,6,6,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=386,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.468813 50.602989),WP/WEYW/003,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=366919,78246,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WEYW-003
Garage Site at Merley Road,,,2017-12-15,,0.23,7,7,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=390,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.472016 50.589766),WP/WYKE/001,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=366683,76777,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WYKE-001
Land off Osprey Road,yes,,2017-12-15,,0.14,10,10,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=391,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.469217 50.588194),WP/WYKE/002,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=366880,76601,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WYKE-002
"Former Oyster Farm, Ferrymans Way",,,2017-12-15,,0.51,25,25,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=394,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.474108 50.58571),WP/WYKE/009,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=366532,76327,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WYKE-009
Land adjoining Southill shopping centre,yes,,2017-12-15,,0.41,20,20,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=360,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.477124 50.624143),WP/WESN/006,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=366346,80602,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WESN-006
Weymouth First Bus Depot,,,2017-12-15,,0.45,60,60,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=501,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.455486 50.614463),WP/MELC/008,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367870,79516,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-MELC-008
"North Eastern Corner, Southwell Business Park",,,2017-12-15,,0.28,8,8,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=707,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.449037 50.529406),WP/TOPW/031,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=368269,70055,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-TOPW-031
Offices & Stone Factory,,,2017-12-15,,0.47,18,18,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=430,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.43684 50.548508),WP/TOPE/010,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=369146,72174,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-TOPE-010
Land rear of Underhill Methodist Church,,,2017-12-15,,0.26,10,10,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=444,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.440173 50.559359),WP/UNDE/001,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=368917,73382,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-UNDE-001
Islanders Club for Young People,,,2017-12-15,,0.21,25,25,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=455,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.440279 50.566149),WP/UNDE/018,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=368914,74137,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-UNDE-018
Newberry Gardens Car park,yes,,2017-12-15,,0.24,17,17,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=382,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.453372 50.604831),WP/WEYE/008,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=368013,78444,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WEYE-008
Land off Waverley Road,,,2017-12-15,,0.15,8,8,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=342,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.460911 50.627265),WP/RADI/008,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367495,80942,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-RADI-008
174 Dorchester Road,,,2017-12-15,,0.17,16,16,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=343,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.460763 50.629505),WP/RADI/009,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367507,81191,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-RADI-009
Dorset Vehicle Rentals,,,2017-12-15,,0.19,12,12,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=345,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.469852 50.654775),WP/UPBR/003,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=366882,84005,27700",2017-11-15,brownfield-land/local-authority-eng/WEY/WP-UPBR-003
"Site adjacent to Stanley Street, Crescent Street and Queen Street",yes,,2017-12-15,,0.05,6,6,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=756,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.453083 50.615902),WP/MELC/024,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=368041,79675,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-MELC-024
Weymouth Railway Station Forecourt,,,2017-12-15,,0.54,18,18,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=494,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.454616 50.615132),WP/MELC/001,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367932,79590,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-MELC-001
Post Office Sorting Office,,,2017-12-15,,0.1,23,23,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=495,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.456029 50.609227),WP/MELC/002,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367828,78934,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-MELC-002
WPBC Council Offices,yes,,2017-12-15,,0.59,56,56,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=378,local-authority-eng:WEY,owned by a public authority,2016-11-29,,permissioned,full planning permission,POINT(-2.457516 50.606667),WP/WEYE/003,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367721,78650,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WEYE-003
New Inn Public House,,,2017-12-15,,0.28,12,12,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=346,local-authority-eng:WEY,not owned by a public authority,2016-06-13,,permissioned,full planning permission,POINT(-2.464491 50.651955),WP/UPBR/019,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367259,83689,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-UPBR-019
Brewers Quay,yes,,2017-12-15,,0.45,35,35,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=798,local-authority-eng:WEY,not owned by a public authority,2016-11-15,,permissioned,full planning permission,POINT(-2.452755 50.605292),WP/WEYE/007,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=368057,78495,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WEYE-007
"Former QinetiQ Site, Bincleaves",yes,,2017-12-15,,4.6,195,195,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=376,local-authority-eng:WEY,not owned by a public authority,2016-08-01,,permissioned,full planning permission,POINT(-2.450393 50.602172),WP/WEYE/001,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=368222,78147,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WEYE-001
2 Stavordale Road,yes,,2017-12-15,,0.06,7,7,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=355,local-authority-eng:WEY,not owned by a public authority,2015-08-06,,permissioned,full planning permission,POINT(-2.459913 50.611856),WP/WESE/006,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367555,79228,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WESE-006
Commercial Premises at Waverley Rd,yes,,2017-12-15,,0.05,10,10,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=339,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.460714 50.627356),WP/RADI/001,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367509,80952,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-RADI-001
White Cottage,yes,,2017-12-15,,0.13,5,5,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=502,local-authority-eng:WEY,not owned by a public authority,,,not permissioned,,POINT(-2.457042 50.620419),WP/MELC/009,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=367764,80179,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-MELC-009
Portland Town Council Offices,yes,,2017-12-15,,0.05,8,8,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=449,local-authority-eng:WEY,not owned by a public authority,2010-09-06,,not permissioned,,POINT(-2.440262 50.558262),WP/UNDE/008,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=368910,73260,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-UNDE-008
"Boscawen House, Castle Road",yes,,2017-12-15,,0.28,10,10,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=454,local-authority-eng:WEY,not owned by a public authority,2007-09-29,,not permissioned,,POINT(-2.446093 50.564292),WP/UNDE/017,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=368501,73933,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-UNDE-017
"13, Roundhayes Close",yes,,2017-12-15,,0.06,6,6,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=366,local-authority-eng:WEY,not owned by a public authority,2010-12-16,,not permissioned,,POINT(-2.476363 50.607599),WP/WESW/006,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=366388,78762,27700",2017-11-16,brownfield-land/local-authority-eng/WEY/WP-WESW-006
The Ferrybridge Inn,yes,,2017-12-15,,0.36,29,29,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=395,local-authority-eng:WEY,not owned by a public authority,2015-10-09,,permissioned,outline planning permission,POINT(-2.472392 50.584989),WP/WYKE/010,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=366653,76246,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WYKE-010
Newton's Road Car Park,yes,,2017-12-15,,0.23,18,18,https://webapps.westdorset-weymouth.gov.uk/ShelaaWebsite/pages/Site.aspx?i=797,local-authority-eng:WEY,owned by a public authority,2017-02-09,,permissioned,reserved matters approval,POINT(-2.452533 50.604304),WP/WEYE/010,"https://westdorsetdc.maps.arcgis.com/apps/webappviewer/index.html?id=9c2ae08ea4bf4b47b1aaa284d709b407&level=19&center=368072,78385,27700",2017-12-31,brownfield-land/local-authority-eng/WEY/WP-WEYE-010
