site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"5 George Street, Teignmouth TQ14 8AH",yes,,2017-12-13,,0.03,8,8,started. Change of use and conversion of commercial building into 8 flats,local-authority-eng:TEI,not owned by a public authority,2015-01-26,,permissioned,full planning permission,POINT(-3.496856 50.546009),BFR011,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f03008%2fCOU,2017-11-01
"17 Bank Street, Newton Abbot TQ12 2JL",yes,,2017-12-13,,0.04,7,7,started. redevelopment of existing residential accommodation to create 13 flats,local-authority-eng:TEI,not owned by a public authority,2015-05-07,,permissioned,full planning permission,POINT(-3.612942 50.530122),BFR012,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f03632%2fFUL,2017-11-01
"Littlehayes, 9 East Cliff Road, Dawlish EX7 0BP",yes,,2017-12-13,,0.14,9,9,started. Demolition of existing building and construction of 9 apartments,local-authority-eng:TEI,not owned by a public authority,2016-01-26,,permissioned,full planning permission,POINT(-3.464526 50.583095),BFR013,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f00726%2fMAJ,2017-11-01
"RMS Motors, Pottery Road, Bovey Tracey TQ13 9DS",yes,,2017-12-13,,0.51,14,14,started. 14 dwellings & industrial unit (B1a),local-authority-eng:TEI,not owned by a public authority,2015-08-28,,permissioned,full planning permission,POINT(-3.674489 50.581506),BFR014,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f00776%2fMAJ,2017-11-01
"Shell Cove House, 19 Old Teignmouth Road, Dawlish EX7 0NJ",yes,,2017-12-13,,2.8,34,34,started 2 applications. Demolition of existing buildings and redevelopment to form six cottages for later living & 11 cottages and 17 flats for later living,local-authority-eng:TEI,not owned by a public authority,2016-03-24,,permissioned,full planning permission,POINT(-3.471419 50.571299),BFR015,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02590%2fFUL/https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00300%2fMAJ,2017-11-01
"Langdon Hospital, Dawlish EX7 0NS",yes,,2017-12-13,,11.11,34,26,only approx 1.04 ha brownfield. 200 dwellings,local-authority-eng:TEI,not owned by a public authority,2016-09-13,,permissioned,outline planning permission,POINT(-3.468594 50.598504),BFR016,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02700%2fMAJ,2017-11-01
"Bishop Dunstan School, 16 South Road, Newton Abbot TQ12 1HH",yes,,2017-12-13,,2.73,27,27,"Outline for 1 custom build, conversion school to 4 & coach house to 1 dwellings & 21 new dwellings",local-authority-eng:TEI,not owned by a public authority,2016-07-18,,permissioned,full planning permission,POINT(-3.611469 50.524153),BFR017,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02732%2fMAJ,2017-11-01
"Conitor House, Denbury Road, Ogwell, Newton Abbot TQ12 6AD",yes,,2017-12-13,,0.25,11,11,change of use from offices to 11 dwellings,local-authority-eng:TEI,not owned by a public authority,2015-12-15,,permissioned,full planning permission,POINT(-3.623578 50.515665),BFR018,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02943%2fNPA,2017-11-01
"Peppermint Club, Warren Road, Dawlish Warren, Dawlish EX7 0PQ",yes,,2017-12-13,,0.47,21,21,pending S106. Demolition of existing disused clubhouse and three flats and erection of 16 dwellings & erection of five dwellings,local-authority-eng:TEI,not owned by a public authority,2017-01-08,,permissioned,full planning permission,POINT(-3.44605 50.598318),BFR019,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00037%2fMAJ/https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00041%2fFUL,2017-11-01
"2 Old Town Street, Dawlish EX7 9AL",yes,,2017-12-13,,0.15,9,9,started. Conversion of existing church buildings to 9 residential units,local-authority-eng:TEI,not owned by a public authority,2016-07-13,,permissioned,full planning permission,POINT(-3.474674 50.581915),BFR020,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00464%2fFUL,2017-11-01
"Kingsteignton Community Resource Centre, Greenhill Road, Kingsteignton TQ12 3BD",yes,,2017-12-13,,0.98,36,36,started. 34 dwellings & 2 self build plots,local-authority-eng:TEI,not owned by a public authority,2016-10-28,,permissioned,full planning permission,POINT(-3.590992 50.544517),BFR021,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00477%2fMAJ,2017-11-01
"Land At Former Treston House, Dawlish EX7 0BL",yes,,2017-12-13,,1.14,27,27,started. Variation of condition 1 of 06/07840 & 11/01247 to allow 27 dwellings,local-authority-eng:TEI,not owned by a public authority,2017-07-28,,permissioned,full planning permission,POINT(-3.468139 50.584795),BFR022,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00528%2fMAJ,2017-11-01
"Blenheim, Brimley Road, Bovey Tracey TQ13 9DH",yes,,2017-12-13,,0.32,5,5,Conversion to 5 flats,local-authority-eng:TEI,not owned by a public authority,2016-12-08,,permissioned,full planning permission,POINT(-3.686247 50.583243),BFR023,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02013%2fFUL,2017-11-01
"Prospect Chapel, 5 Torquay Road, Newton Abbot TQ12 2LJ",yes,,2017-12-13,,0.06,9,9,started. demolition of existing building and construction of 3 houses and 6 apartments,local-authority-eng:TEI,not owned by a public authority,2017-01-19,,permissioned,full planning permission,POINT(-3.605434 50.528841),BFR024,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02132%2fFUL,2017-11-01
"The Old Brewery, 45 High Street, Dawlish EX7 9HF",yes,,2017-12-13,,0.02,6,6,started. Change of use from ground floor retail & upper floor office to 6 flats,local-authority-eng:TEI,not owned by a public authority,2017-03-10,,permissioned,full planning permission,POINT(-3.470391 50.581825),BFR025,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02723%2fFUL,2017-11-01
"Charterhouse Residential Care Home, Second Drive, Teignmouth TQ14 8TL",yes,,2017-12-13,,0.23,9,9,Extension and alterations to existing residential care home and outbuilding to form 10 apartments,local-authority-eng:TEI,not owned by a public authority,2017-07-14,,permissioned,full planning permission,POINT(-3.488079 50.556392),BFR026,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02794%2fFUL,2017-11-01
"former Queens Hotel, 142-148 Queen Street, Newton Abbot TQ12 2EZ",yes,,2017-12-13,,0.1,21,21,"Alteration, extension and conversion of existing building into 21 apartments",local-authority-eng:TEI,not owned by a public authority,2017-03-30,,permissioned,full planning permission,POINT(-3.600804 50.530443),BFR027,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02929%2fMAJ,2017-11-01
"Tracey Vale Retirement Home, Brimley Vale, Bovey Tracey TQ13 9EA",yes,,2017-12-13,,0.42,10,10,Demolition of existing building and erection of ten dwellings,local-authority-eng:TEI,not owned by a public authority,2017-06-15,,permissioned,full planning permission,POINT(-3.68096 50.587106),BFR028,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=17%2f00452%2fMAJ,2017-11-01
"KS3 Land at Abbrook, Kingsteignton",yes,,2017-12-13,,1.56,44,34,only approx 1.38ha brownfield. Allocation for 140,local-authority-eng:TEI,not owned by a public authority,,,not permissioned,other,POINT(-3.603853 50.558749),BFR029,https://www.teignbridge.gov.uk/planning/forms/teignbridge-local-plan-interactive-map/?uprn=010032958126&x=286574&y=74478,2017-11-01
"Bradley Lane, Newton Abbot",yes,,2017-12-13,,5.6,170,170,Allocation for 170,local-authority-eng:TEI,owned by a public authority,,,not permissioned,other,POINT(-3.617454 50.529619),BFR030,https://www.teignbridge.gov.uk/media/1814/local-plan-heart-of-teignbridge.pdf,2017-11-01
"NA3A Beverley Way, Newton Abbot",yes,,2017-12-13,,0.19,5,5,application for 5 dwellings only. Allocation for 20,local-authority-eng:TEI,not owned by a public authority,,,pending decision,other,POINT(-3.621369 50.52406),BFR031,https://www.teignbridge.gov.uk/planning/forms/teignbridge-local-plan-interactive-map/?uprn=100040315214&x=285188&y=70592,2017-11-01
"Town Centre, Newton Abbot",yes,,2017-12-13,,4.5,120,120,Allocation for 120,local-authority-eng:TEI,owned by a public authority,,,not permissioned,other,POINT(-3.612525 50.531135),BFR032,https://www.teignbridge.gov.uk/media/1814/local-plan-heart-of-teignbridge.pdf,2017-11-01
"TE4 Brunswick Street, Teignmouth",yes,,2017-12-13,,0.32,40,40,Allocation for 40,local-authority-eng:TEI,owned by a public authority,2016-04-12,,permissioned,full planning permission,POINT(-3.497369 50.545274),BFR033,https://www.teignbridge.gov.uk/planning/forms/teignbridge-local-plan-interactive-map/?uprn=100040339923&x=294025&y=72686,2017-11-01
