site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
14 Milton Road,yes,,2017-12-21,,0.11,7,7,"Alterations, extensions and conversion of building to 1 maisonette and 7 flats with car ports, bin and cycle store, formation of new vehicular access and parking spaces - Time Extension application to 7-2010-8735-L",local-authority-eng:BMH,not owned by a public authority,2013-09-10,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.86667 50.7322),B/BLR/0009,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
53 Gervis Road,yes,,2017-12-21,,0.08,5,5,Alterations and extensions to dwellinghouse including new 2nd floor level and conversion into 6 flats with bin and cycle stores and formation of parking spaces - Time Extension application to 7-2010-24432,local-authority-eng:BMH,not owned by a public authority,2013-11-07,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.86736 50.719),B/BLR/0010,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
Richmond Gardens Car Park Richmond Gardens,yes,,2017-12-21,,1.33,120,120,"Erection of a mixed use development comprising an 8 storey hotel (173 bedrooms), a 7 storey office block (1201sq.m of B1 use), a 5/8/11 storey residential blocks totalling 120 flats (including 17 affordable units) with underground car parking and an ad",local-authority-eng:BMH,not owned by a public authority,2013-12-20,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.87474 50.7219),B/BLR/0011,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
26-28 Richmond Park Road,yes,,2017-12-21,,0.05,8,8,Erection of a 2/3 storey block of 10 flats with bin and cycle stores and formation of parking spaces. Approval of Reserved matters in respect of application 7-2010-23535-A (APP/G1250/A/2141568),local-authority-eng:BMH,not owned by a public authority,2014-05-27,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,reserved matters approval,POINT(-1.84872 50.7345),B/BLR/0012,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
185-191 Alma Road,yes,,2017-12-21,,0.05,8,8,Erection of a 3 storey block of 12 flats with bin and cycle stores - Approval of Reserved matters in respect of application 7-2011-17110-A,local-authority-eng:BMH,not owned by a public authority,2014-08-13,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,reserved matters approval,POINT(-1.86341 50.7368),B/BLR/0013,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
133-137 Windham Road,yes,,2017-12-21,,0.11,23,23,Erection of 2 blocks of flats (totalling 29 units) Approval for Reserved Matters in respect of application 7-2010-8575-G,local-authority-eng:BMH,not owned by a public authority,2014-07-24,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,reserved matters approval,POINT(-1.84979 50.7295),B/BLR/0014,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
4 & 4a Morley Road,yes,,2017-12-21,,0.04,8,8,Erection of a 2 storey block of 5 flats and a 1/2 storey block of 3 flats with cycle and bin stores and formation of parking spaces,local-authority-eng:BMH,not owned by a public authority,2016-03-22,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.82409 50.7297),B/BLR/0015,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
6 Hinton Road,yes,,2017-12-21,,0.06,102,102,Demolition of existing building and erection of 7 storey building comprising cafe on ground floor and student accommodation (102 rooms),local-authority-eng:BMH,not owned by a public authority,2016-06-07,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.87448 50.7192),B/BLR/0016,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
9 Southbourne Overcliff Drive,yes,,2017-12-21,,0.05,5,5,"Erection of a 3/4 storey block of 6 flats, bin and cycle store, modification to existing access and formation of parking spaces",local-authority-eng:BMH,not owned by a public authority,2016-02-29,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.81379 50.7213),B/BLR/0017,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
"Trouville Hotel, 5-7 Priory Road",yes,,2017-12-21,,0.12,35,35,Erection of a 6 storey block of 10 holiday flats and 35 residential flats with underground and surface parking,local-authority-eng:BMH,not owned by a public authority,2014-12-18,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.87907 50.7168),B/BLR/0018,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
Devoron Lodge 23 Christchurch Road,yes,,2017-12-21,,0.1,5,5,"Alterations, single storey extension, formation of roof terraces and conversion of premises to 8 flats with bin and cycle stores and formation of parking spaces",local-authority-eng:BMH,not owned by a public authority,2013-08-02,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.85801 50.7216),B/BLR/0019,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
2 Fitzharris Avenue,yes,,2017-12-21,,0.04,6,6,"Alterations and conversion of elderly persons home into 6 flats, formation of pitched roof to existing flat roof extension, widening of vehicular access, formation of parking spaces and erection of bin and cycle stores",local-authority-eng:BMH,not owned by a public authority,2013-09-10,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.86436 50.7381),B/BLR/0020,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
1 Lorne Park Road,yes,,2017-12-21,,0.07,10,10,"Alterations, 3rd floor extension and conversion of premises to 10 flats with modification of vehicular access and parking spaces",local-authority-eng:BMH,not owned by a public authority,2015-07-13,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.86927 50.7221),B/BLR/0021,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
260-266 Charminster Road,yes,,2017-12-21,,0.02,5,5,Change of use of office (Class B1(a)) to 5 flats (Class C3) - Prior approval procedure,local-authority-eng:BMH,not owned by a public authority,2014-12-30,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.86189 50.7396),B/BLR/0022,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
11a Southcote Road,yes,,2017-12-21,,0.05,15,15,Erection of two three storey buildings comprising of 15 flats in total with bin and cycle stores,local-authority-eng:BMH,not owned by a public authority,2015-10-15,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.85918 50.7256),B/BLR/0023,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
23 Hinton Road,yes,,2017-12-21,,0.11,23,23,"A hybrid planning application comprising a detailed (full) application for the conversion of the ground, first, second and third floor to 23 units of accommodation. Outline application with matters of access, appearance, layout and scale to be consider",local-authority-eng:BMH,not owned by a public authority,2015-06-30,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,other,POINT(-1.87215 50.7185),B/BLR/0024,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
"Sandringham Mansions, 21-31 and 39-51 Exeter Road",yes,,2017-12-21,,0.04,9,9,Alterations and formation of new 3rd floor level to premises to create an additional 9 flats and erection of bin and cycle store,local-authority-eng:BMH,not owned by a public authority,2014-08-01,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.87819 50.7176),B/BLR/0025,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
11 Cumnor Road,yes,,2017-12-21,,0.03,8,8,"Alterations, second floor extension and conversion of existing building to form 10 flats with cycle and bin stores and formation of parking spaces - Revised Application",local-authority-eng:BMH,not owned by a public authority,2014-05-15,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.86934 50.7219),B/BLR/0026,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
8-10 Christchurch Road,yes,,2017-12-21,,0.19,15,15,Change of use of offices (Class B1(a)) to 79 flats (Class C3) - Prior approval procedure,local-authority-eng:BMH,not owned by a public authority,2015-05-12,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.86322 50.7219),B/BLR/0027,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
7 East Overcliff Drive,yes,,2017-12-21,,0.16,6,6,Demolition of existing building and erection of a 1/2/3 storey block of 6 flats and formation of vehicular access with surface and underground parking - Revised application,local-authority-eng:BMH,not owned by a public authority,2014-10-30,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.86671 50.7177),B/BLR/0028,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
18 Christchurch Road,yes,,2017-12-21,,0.23,60,60,Change of use from office (Class B1(a)) to 60 flats (Class C3) - Prior approval,local-authority-eng:BMH,not owned by a public authority,2014-11-28,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.86139 50.7221),B/BLR/0029,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
22 Lowther Road,yes,,2017-12-21,,0.08,6,6,"Outline submission for the erection of a 2/3 storey building of 7 flats, modification of new vehicular access and formation of parking spaces",local-authority-eng:BMH,not owned by a public authority,2014-11-21,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,outline planning permission,POINT(-1.85769 50.7302),B/BLR/0030,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
6-8 Cardigan Road,yes,,2017-12-21,,0.1,10,10,"Erection of a 3 storey building comprising offices (Class A2 and B1(a)) and 10 flats with single storey office store, bin and cycle stores and formation of parking spaces",local-authority-eng:BMH,not owned by a public authority,2014-08-06,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.8765 50.7409),B/BLR/0031,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
32-34 Tregonwell Road,yes,,2017-12-21,,0.25,54,54,"Minor material amendment to no. 1 of application no. 7-2014-5810-S, variation of condition no. 12 and removal of condition nos: 2, 3 and 4 to remove all reference to holiday flats and for the erection of a solely residential block of 54 flats with asso",local-authority-eng:BMH,not owned by a public authority,2015-07-24,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.88207 50.7176),B/BLR/0032,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
75-87 Grove Road and 33-35 East Overcliff Drive,yes,,2017-12-21,,0.88,119,119,Demolition of existing buildings and the erection of a 6 storey 90 bedroom hotel (Block A) and the erection of 2 assisted living blocks: a 9 storey building comprising 69 units (Block B) and a 7 storey building comprising 53 units (Block C) with associ,local-authority-eng:BMH,not owned by a public authority,2015-01-26,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.85753 50.7191),B/BLR/0033,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
938-946 Ringwood Road,yes,,2017-12-21,,0.08,14,14,Erection of a building comprising of 15 flats with below ground parking and cycle storage,local-authority-eng:BMH,not owned by a public authority,2017-03-24,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.9246 50.7591),B/BLR/0034,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
"The Punshon Memorial Church, Exeter Road",yes,,2017-12-21,,0.19,97,97,"Outline submission for the erection of a building ranging in height between 1-7 storeys comprising 2 ground floor commercial units with 96 flats, lower ground floor parking and associated bin and cycle stores. Installation of substation and enclosure",local-authority-eng:BMH,not owned by a public authority,2017-02-16,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,outline planning permission,POINT(-1.8769 50.7168),B/BLR/0035,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
Royal Arcade Christchurch Road,yes,,2017-12-21,,0.05,11,11,"Alterations, refurbishment and conversion upper floors to form 11 flats.",local-authority-eng:BMH,not owned by a public authority,2015-03-31,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.83912 50.7259),B/BLR/0036,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
107 Southwick Road,yes,,2017-12-21,,0.16,12,12,Outline submission for the erection of 12 dwellinghouses and 6 car ports and formation of parking spaces,local-authority-eng:BMH,not owned by a public authority,2017-03-20,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,outline planning permission,POINT(-1.80765 50.735),B/BLR/0037,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
8-10 Yelverton Road,yes,,2017-12-21,,0.08,9,9,"Outline submission for the erection of an additional floor forming 9 flats, erection of cycle and bin stores and formation of parking spaces",local-authority-eng:BMH,not owned by a public authority,2017-02-16,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,outline planning permission,POINT(-1.87606 50.721),B/BLR/0038,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
19 & 23 Boscombe Spa Road,yes,,2017-12-21,,0.21,9,9,Demolition of 19 Boscombe Spa Road and the erection of a 3/5 storey building comprising of 10 flats with associated access and parking and installation of replacement windows to 23 Boscombe Spa Road,local-authority-eng:BMH,not owned by a public authority,2015-06-12,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.84495 50.7215),B/BLR/0039,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
17 West Cliff Road,yes,,2017-12-21,,0.14,11,11,"Demolition of existing building and outline submission for erection of a 4 storey block comprising of 20 flats arranged as 12 residential and 8 holiday flats with car parking, bin and cycle stores",local-authority-eng:BMH,not owned by a public authority,2015-07-08,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,outline planning permission,POINT(-1.88765 50.716),B/BLR/0040,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
558-560 Christchurch Road,yes,,2017-12-21,,0.11,12,12,"Alterations and extensions including new 3rd and 4th floor levels and conversion of 1st and 2nd floor levels to form 15 flats, erection of bin and cycle stores and formation of parking spaces",local-authority-eng:BMH,not owned by a public authority,2015-07-09,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,full planning permission,POINT(-1.83952 50.7259),B/BLR/0041,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
6 Valette Road,yes,,2017-12-21,,0.1,5,5,Outline submission for the erection of a house and conversion of existing house to 5 flats,local-authority-eng:BMH,not owned by a public authority,2015-07-22,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,outline planning permission,POINT(-1.86876 50.7583),B/BLR/0042,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
61-63 Christchurch Road,yes,,2017-12-21,,0.07,13,13,Demolition of existing buildings and outline submission for the erection of a 4 storey block of 15 flats with surface and basement parking,local-authority-eng:BMH,not owned by a public authority,2015-08-21,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,permissioned,outline planning permission,POINT(-1.84884 50.7224),B/BLR/0043,https://www.google.com/maps/d/viewer?mid=1BGAkKPfji6xn7jk2OstHBGjvCYB1vqXc&ll=50.72409533613286%2C-1.868762192891154&z=15,2017-12-21
