site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Land at Middleton Road,yes,,2018-12-06,,9.46,151,151,"Allocated in the Local Plan Policies HC2 (cc) and DS6.. Housing land allocation in the Local Plan HC2 (cc), strategic site allocation DS6.18/00741/OUT Outline planning application pending for 151 dwellings including the retention and conversion of Rock House into 4 flats, together with up to 4291m2 of land for mixed employment use (Class B1a, B1b/c and B2) and associated access",local-authority-eng:DEB,not owned by a public authority,,https://planning.derbyshiredales.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PBHG1GFUFWY00,pending decision,,POINT(-1.572986 53.088566),SHLAA269,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA269_-_Middleton_Road_and_Cromford_Road.pdf,2017-12-06
"Old Hall Farm, Barway",yes,,2018-12-06,,0.98,22,22,"16/00182/OUT 17/00498/REM Approval of reserved matters, erection of up to 22 dwellings.",local-authority-eng:DEB,not owned by a public authority,2017-09-08,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NR41M3FU04000,permissioned,reserved matters approval,POINT(-1.797493 52.937241),SHLAA279,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA279_-_Old_Hall_Farm.pdf,2017-12-06
Land at Stancliffe Quarry,,,2017-12-06,,10.16,100,100,"Allocated in the Local Plan Policies HC2 (m) and DS3.. Housing land allocation in the Local Plan HC2 (m), strategic site allocation in the Local Plan Policy DS3.",local-authority-eng:DEB,not owned by a public authority,,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=J26K3BFUT0000,not permissioned,,POINT(-1.601188 53.170451),SHLAA281,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA281_-_Land_At_Stancliffe_Quarry.pdf,2017-12-06
"The Firs, Wyaston",yes,,2018-12-06,,2.1,10,10,16/00340/OUT Demolition of exsiting buildings and erection of 10 dwellings with access and layout (outline).18/00699/REM approved,local-authority-eng:DEB,not owned by a public authority,2018-11-07,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000519FULI000,permissioned,reserved matters approval,POINT(-1.725994 52.977634),SHLAA305,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA305_-_The_Firs.pdf,2017-12-06
"Land at RBS, Matlock",yes,,2017-12-06,,0.35,24,24,Allocated in the Local Plan Policy HC2 (u).. Housing land allocation in the Local Plan HC2 (u).,local-authority-eng:DEB,not owned by a public authority,,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000L5KFULI000,not permissioned,,POINT(-1.555966 53.137498),SHLAA344,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA344_-_RBS_Snitterton_Road.pdf,2017-12-06
Ladygrove Mill,yes,,2017-12-06,,0.88,24,24,"11/00545/EXF (09/00209.VCOND) Change of use and conversion of mill buildings to provide 22 no. residential apartments (including 6 no. holiday units), office accommodation (Use Class B1), erection of 8 no. dwellings for local needs, business unit (Use Class B1), car parking, open space and associated highway works . 13/00749/VCOND 29 permitted 050214",local-authority-eng:DEB,not owned by a public authority,2011-10-07,https://planning.derbyshiredales.gov.uk/online-applications/applicationDetails.do?keyVal=LOBW86FU02L00&activeTab=summary,permissioned,full planning permission,POINT(-1.572594 53.16246),SHLAA432,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA432_-_Ladygrove_Mill.pdf,2017-12-06
Land at Halldale Quarry,yes,,2018-12-06,,15.66,220,220,"Allocated in the Local Plan Policies HC2 (v) and DS5.. Housing land allocation in the Local Plan HC2 (v), strategic site allocation DS5. 14/00541/OUT Mixed residential and commercial development comprising of 220 dwellings, 400m2 of A3 floorspace (Restaurant and Café), and 6400m2 of B1 floorspace. 14/00541/DCOND 4 &5 discharged in full. 14/00541/DCOND 10.1 &10.2 discharged in full.",local-authority-eng:DEB,not owned by a public authority,2017-03-31,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IISGX6FUE1000,permissioned,outline planning permission,POINT(-1.567855 53.136655),SHLAA435,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA435_-_Halldale_Quarry.pdf,2017-12-06
Land at Middlepeak Quarry,yes,,2017-12-06,,61.51,645,645,"Allocated in the Local Plan Policies HC2 (dd) and DS7. Development at this site will extend beyond 2033, assumed completion of circa 540 dwellings 2017-2033.. Housing land allocation in the Local Plan HC2 (dd), strategic site allocation DS7.",local-authority-eng:DEB,not owned by a public authority,,,not permissioned,,POINT(-1.580054 53.087342),SHLAA473,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA473_-_Middlepeak_Quarry.pdf,2017-12-06
Whitelea Nursery,yes,,2017-12-06,,1.04,27,27,Allocated in the Local Plan Policy HC2 (aa).. Housing land allocation in the Local Plan HC2 (aa) 17/00850/FUL Erection of 27 dwellings and widening of existing access to serve development and retained property on site.,local-authority-eng:DEB,not owned by a public authority,,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000MGUFULI000,pending decision,,POINT(-1.516215 53.137616),SHLAA478,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA478_-_Whitelea_Nursery_Tansley.pdf,2017-12-06
"Land at Ashbourne Airfield, Phase 1",yes,,2018-12-06,,17.87,367,367,"Allocated in the Local Plan Policies HC2 (c) and DS1.. Housing land allocation in the Local Plan Policy HC2 (c), strategic site allocation in the Local Plan Policy DS1. 14/00074/OUT Residential development (367 dwellings), employment site, commercial and community facilities, link road, access and landscaping (outline).17/01142/DCOND/2 pending",local-authority-eng:DEB,not owned by a public authority,2017-03-30,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=LAJ25IFU02F00,permissioned,outline planning permission,POINT(-1.702467 53.009065),SHLAA500,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA266_-_Ashbourne_Airfield_Phase_1.pdf,2017-12-06
"Mushroom Farm, Rodsley Lane",yes,,2018-12-06,,0.62,9,9,"16/00587/FUL Erection of nine dwellings and associated open space. 16/00587/DCOND 3,6,7,8,12,18,19,20 in part 14/05/18. 16/00587/DCOND 3,6,7,8,10,22 in full 30/07/18",local-authority-eng:DEB,not owned by a public authority,2017-08-30,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000571FULI000,permissioned,full planning permission,POINT(-1.717555 52.960449),SHLAA572,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA572_-_Mushroom_Farm.pdf,2017-12-06
"Dove Service Station, Mayfield Road",yes,,2017-12-06,,1.09,41,41,"16/00700/OUT Demolition of service station buildings and erection of 41 dwellings, access and balancing pond.",local-authority-eng:DEB,not owned by a public authority,,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MLATD7FU04000,pending decision,,POINT(-1.740315 53.012365),SHLAA583,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA583_-_Dove_Service_Station.pdf,2017-12-06
"Dairy House, Luke Lane",yes,,2017-12-06,,0.55,19,19,17/00015/FUL Demolition works and conversion of buildings to 7 no. dwellings and erection of 12 further dwellings and associated garages.,local-authority-eng:DEB,not owned by a public authority,,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000B3RFULI000,pending decision,,POINT(-1.622192 52.971202),SHLAA584,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA584_-_Dairy_House.pdf,2017-12-06
"Dimple Nursery, Matlock",yes,,2018-12-06,,0.29,12,12,17/00003/FUL Erection of 12 no. affordable dwellings Land North West Of Megdale (Former DDDC Plant Nursery) Matlock,local-authority-eng:DEB,not owned by a public authority,2017-08-09,https://planning.derbyshiredales.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OJAPI2FUK2L00,permissioned,full planning permission,POINT(-1.561548 53.142789),SHLAA617,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA617_Dimple_Nursery.pdf,2018-12-06
