site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Pin Wei, 35 High Street, Abbots Langley",,,2018-12-10,,0.13,15,10,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.416329 51.706985),BR10,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Furtherfield Depot Furtherfield, Abbots Langley",yes,,2018-12-10,,0.53,32,21,Part of site PCS60,local-authority-eng:THE,owned by a public authority,,,not permissioned,,POINT(-0.418633 51.699013),BR11,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Hill Farm Industrial Estate, Hill Farm Avenue, Leavesden",yes,,2018-12-10,,0.57,40,30,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.410019 51.694598),BR12,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Langleybury House/School, Langleybury",yes,,2018-12-10,,1.97,80,60,This site is part of the Council's development brief for 'Langleybury and the Grove'. Part of site put forward to Call for Sites (CFS23).. http://www.threerivers.gov.uk/egcl-page/langleybury-and-the-grove-development-brief,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.442192 51.68887),BR13,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Royal British Legion, Church Lane, Sarratt",yes,,2018-12-10,,0.15,15,10,Rural exception site in Sarratt village. Three applications have been withdrawn.,local-authority-eng:THE,not owned by a public authority,,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?keyVal=PBSM53QFKIN00&activeTab=summary,not permissioned,,POINT(-0.492575 51.68121),BR14,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"33 Baldwins Lane, Croxley Green",yes,,2018-12-10,,0.09,13,10,,local-authority-eng:THE,not owned by a public authority,,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=K59ZX6QF03W00,not permissioned,,POINT(-0.431496 51.651753),BR15,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"50-52 New Road, Croxley Green",,,2018-12-10,,0.17,15,10,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.45134 51.648024),BR16,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Croxley Station Car Park and Timber Yard, Croxley Green",yes,,2018-12-10,,1.45,105,87,Part of site put forward to Call for Sites (CFS20),local-authority-eng:THE,owned by a public authority,,,not permissioned,,POINT(-0.440008 51.648017),BR17,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Police Station, Rectory Road, Rickmansworth",yes,,2018-12-10,,0.29,24,15,"Police station has been demolished, however no planning application for the development of the site has been received by the Council",local-authority-eng:THE,not owned by a public authority,,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MVXQNAQF6W000|http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MOOWKJQF00U00,not permissioned,,POINT(-0.477236 51.638705),BR18,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Royal British Legion, Ebury Road, Rickmansworth",yes,,2018-12-10,,0.08,7,5,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.471185 51.63859),BR19,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Bridge Motors, Church Street, Rickmansworth",yes,,2018-12-10,,0.12,15,10,,local-authority-eng:THE,not owned by a public authority,,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=7300799DC,not permissioned,,POINT(-0.468093 51.636437),BR20,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Depot, Stockers Farm Road, Rickmansworth",,,2018-12-10,,0.8,70,60,,local-authority-eng:THE,owned by a public authority,,,not permissioned,,POINT(-0.474379 51.630827),BR21,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Pocklington House, Eastbury Avenue, Northwood",yes,,2018-12-10,,0.63,50,40,"Redevelopment of the site to provide 40 residential dwellings in three appartment blocks, with Block 1 and Block 2 extending to four storeys in height, and Block 3 extending to three storeys in height with associated underground parking, private and communal amenity space, refuse and cycle storage. Creation of second access off Eastbury Avenue",local-authority-eng:THE,not owned by a public authority,2017-03-23,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?keyVal=OIMP0AQFFP000&activeTab=summary,permissioned,full planning permission,POINT(-0.412081 51.615784),BR22,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"The Fairway, Green Lane, Oxhey Hall",yes,,2018-12-10,,0.35,33,25,,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.392645 51.634835),BR23,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Little Furze School, South Oxhey",yes,,2018-12-10,,1.99,140,90,"Erection of up to 70 dwellings (Use Class C3) and a 75 bed care home (Use Class C2), with associated new access (appearance, landscaping, layout and scale reserved)",local-authority-eng:THE,owned by a public authority,2018-09-14,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?keyVal=PANVHKQFKBA00&activeTab=summary,permissioned,outline planning permission,POINT(-0.401623 51.626883),BR24,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Grapevine Public House, Prestwick Road, South Oxhey",yes,,2018-12-10,,0.27,33,20,"Demolition of Public House and erection of one three storey and one two storey residential block, comprising a total of 33 flats with associated parking and landscaping",local-authority-eng:THE,not owned by a public authority,2017-09-19,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?keyVal=OTMWUZQFHGH00&activeTab=summary,permissioned,full planning permission,POINT(-0.392573 51.616841),BR26,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Northwick Day Centre, South Oxhey Town Centre",yes,,2018-12-10,,0.56,55,40,,local-authority-eng:THE,owned by a public authority,,,not permissioned,,POINT(-0.39104 51.623429),BR25,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Bury Hall, Bury Lane, Rickmansworth",yes,,2018-12-10,,0.04,22,17,Demolition of existing hall and provision of 17no units of temporary residential accommodation with associated car parking and landscape works,local-authority-eng:THE,owned by a public authority,2017-07-11,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OM4M97QFG6R00,permissioned,full planning permission,POINT(-0.469643 51.637176),BR27,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"65 Toms Lane, Kings Langley",yes,,2018-12-10,,0.38,20,15,Site put forward to Call for Sites (OSPF21),local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.433063 51.717352),BR28,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-12
"Land at Bedmond Road, Abbots Langley",yes,,2018-12-10,,0.99,50,30,Site put forward to Call for Sites (ACFS9D),local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.416174 51.712647),BR29,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2017-12-18
"Affinity Water Depot, Rickmansworth",yes,,2018-12-10,,1.06,73,53,Site put forward to Call for Sites (CFS60),local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.465153 51.634465),BR30,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2018-12-10
"Rickmansworth Library, Rickmansworth",yes,,2018-12-10,,0.09,7,5,Site put forward to Call for Sites (CFS77),local-authority-eng:THE,owned by a public authority,,,not permissioned,,POINT(-0.468828 51.639054),BR31,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2018-12-10
"Kebbell House, Delta Gain",yes,,2018-12-10,,0.65,75,55,Part of site put forward to Call for Sites (CFS12),local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.385019 51.629047),BR32,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2018-12-10
"Cinnamond House, Cassiobridge",yes,,2018-12-10,,0.59,60,50,Site put forward to Call for Sites (CFS61),local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.429591 51.65206),BR33,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2018-12-10
"Land at Station Road, Kings Langley",yes,,2018-12-10,,0.32,16,13,Part of site put forward to Call for Sites (CFS55),local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.437857 51.701338),BR34,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2018-12-10
"Adams Nurseries, Sarratt",yes,,2018-12-10,,0.24,10,7,Part of site put forward to Call for Sites (CFS47C),local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.492687 51.679575),BR35,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2018-12-10
"38 Eastbury Avenue, Northwood",yes,,2018-12-10,,0.01,10,7,"Erection of two storey building with habitable roofspace to create 7 x 2-bed self contained flats with associated parking within basement level, cycle and refuse store, amenity areas and landscaping involving demolition of existing dwelling house",local-authority-eng:THE,not owned by a public authority,2018-05-25,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P37FLBQFJ0700,permissioned,full planning permission,POINT(-0.413466 51.616235),BR36,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2018-12-10
"Leavesden Pumping Station, Abbots Langley",yes,,2018-12-10,,0.48,20,15,Part of site PCS42,local-authority-eng:THE,not owned by a public authority,,,not permissioned,,POINT(-0.402277 51.707343),BR37,http://www.mapsinteractive.co.uk/planvu/trdc/index.php,2018-12-10
