site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Land off Carmel Green, Park Road, Boston",yes,,2020-11-23,,0.17,8,6,The site is well advanced.. Application for approval of reserved matters (including appearance and landscaping) for the erection of 8 no. dwellings,local-authority-eng:BOT,not owned by a public authority,2018-04-09,https://www.mybostonuk.com/planning-application-search/?ref=B/17/0494,permissioned,reserved matters approval,POINT(-0.033265 52.966321),BLR/BOS/030,http://www.mybostonuk.com/wp-content/uploads/2019/12/Carmel-Green.pdf,2017-11-20,brownfield-land/local-authority-eng/BOT/BLR-BOS-030
"NCP Carpark, Red Lion Street, Boston",yes,,2020-11-23,,0.64,15,15,"B/18/0059 Listed Building Consent for Listed building consent for single storey extension and refurbishment of 4 Wide Bargate. Demolition of part of the boundary wall to the Methodist Church and replacement with realigned wall and railings including pedestrian gate. The site is for sale.. Demolition of 36 Strait Bargate and 2 Wide Bargate and part of the boundary wall to the Methodist Church. Refurbishment and extension of Grade II listed 4 Wide Bargate. Erection of 14 no. retail units (A1); 2 no. retail units (A3/A5); and 15 no. residential apartments, with associated car parking. Creation of a new pedestrian (and delivery/service vehicle) link connecting Wide Bargate to Red Lion Street",local-authority-eng:BOT,not owned by a public authority,2018-10-04,https://www.mybostonuk.com/planning-application-search/?ref=B/18/0060,permissioned,full planning permission,POINT(-0.023272 52.980387),BLR/BOS/031,http://www.mybostonuk.com/wp-content/uploads/2019/12/Red-Lion-Street.pdf,2018-12-11,brownfield-land/local-authority-eng/BOT/BLR-BOS-031
"5-7 Witham Bank East, Boston.",yes,,2020-11-23,,0.12,24,24,"B/16/0283 Listed building Consent for demolition of part of boundary wall shared with The Witham Tavern. The site has been cleared but is overgrown suggesting little progress for a while. A pre commencement details for a contaminated land condition were agreed in April 2020. Others are still outstanding.. Demolition of a chandlery, detached house and cottage and reduction in height of boundary walls plus the construction of 24 residential apartments together with ancillary external works including parking provision and the extinguishing of a vehicular access point",local-authority-eng:BOT,not owned by a public authority,2016-11-10,https://www.mybostonuk.com/planning-application-search/?ref=B/16/0282,permissioned,full planning permission,POINT(-0.030836 52.983066),BLR/BOS/033,http://www.mybostonuk.com/wp-content/uploads/2019/12/5-7-Witham-Bank-East.pdf,2018-12-11,brownfield-land/local-authority-eng/BOT/BLR-BOS-033
"1, Witham Town, Boston",yes,,2020-11-23,,0.21,6,6,"The site is in the Boston Conservation Area. Consent for demolition has been granted, B/11/0515, and implemented.",local-authority-eng:BOT,not owned by a public authority,,,not permissioned,,POINT(-0.031353 52.983497),BLR/BOS/035,http://www.mybostonuk.com/wp-content/uploads/2019/12/Witham-Town.pdf,2018-12-11,brownfield-land/local-authority-eng/BOT/BLR-BOS-035
Boston United and Glider Drome Boston.,yes,,2020-11-23,,2.06,62,62,The football club are building a new ground and will play the 2020/21 season from it. This site is under different ownership and is for sale.,local-authority-eng:BOT,not owned by a public authority,,,not permissioned,,POINT(-0.019016 52.976711),BLR/BOS/036,http://www.mybostonuk.com/wp-content/uploads/2019/12/Boston-United-and-Glider-Drome.pdf,2019-12-05,brownfield-land/local-authority-eng/BOT/BLR-BOS-036
"34-40 Wormgate, Boston",yes,,2020-11-23,,0.14,5,5,This is the largest under developed site on Wormgate. It is against the river and so flood risk will have to be ameliorated. The site is for sale.,local-authority-eng:BOT,not owned by a public authority,,,not permissioned,,POINT(-0.026515 52.979488),BLR/BOS/037,http://www.mybostonuk.com/wp-content/uploads/2019/12/Wormgate.pdf,2019-12-05,brownfield-land/local-authority-eng/BOT/BLR-BOS-037
"Former Tulip Site, West End Road, Frampton, Boston",yes,,2020-11-23,,0.72,14,7,"The site is for sale. It is adjacent a Grade 2* listed property, used as an elderly persons home and the frontage wall is also grade 2 listed. Owing to its former use the site will need to be tested for contamination. Site densities outside Boston have assumed 20dph but owing to the listed building the density may have to be lower. A higher density scheme could seek to look like a converted stable block, which is probably the original use for the site.",local-authority-eng:BOT,not owned by a public authority,,,not permissioned,,POINT(-0.063326 52.940769),BLR/FRA/001,https://www.mybostonuk.com/wp-content/uploads/2020/11/Former-Tulip-Site-West-End-Road.pdf,2020-09-17,brownfield-land/local-authority-eng/BOT/BLR-FRA-001
"31-33 London Road, Kirton",yes,,2020-11-23,,1.25,25,25,"The site is identified as a housing allocation capable of providing 25 dwellings in the South East Lincolnshire Local Plan 2011-2036: Adopted March 2019), site ref no: Kir016. A planning application has been submitted and awaits a decision.. Residential development consisting of 42 dwellings, estate roads and landscaping",local-authority-eng:BOT,not owned by a public authority,,https://www.mybostonuk.com/planning-application-search/?ref=B/20/0293,not permissioned,full planning permission,POINT(-0.062775 52.927121),BLR/KIR/001,http://www.mybostonuk.com/wp-content/uploads/2019/12/31-33-London-Road.pdf,2017-11-20,brownfield-land/local-authority-eng/BOT/BLR-KIR-001
"Old Station Yard, Swineshead Bridge, Boston",yes,,2020-11-23,,1.35,35,35,"All 35 outstanding. Permission was implemented by partial construction of the access road. There has been no activity on the site for about 10 years until the access road was completed in summer 2020.. Application for the approval of reserved matters for the construction of 35 dwellings plus new estate road, landscaping and associated works",local-authority-eng:BOT,not owned by a public authority,2008-07-07,https://www.mybostonuk.com/planning-application-search/?ref=B/08/0156,permissioned,reserved matters approval,POINT(-0.185392 52.970224),BLR/SWI/004,http://www.mybostonuk.com/wp-content/uploads/2019/12/Old-Station-Yard.pdf,2017-11-20,brownfield-land/local-authority-eng/BOT/BLR-SWI-004
"Geo H Kime & Co., Main Road, Wrangle",yes,,2020-11-23,,0.5,27,27,An outline planning application B/16/0296 for residential development (27 dwellings) with all matters reserved lapsed on the 20 August 2020. Outline applications are not covered by the the Business and Planning Act 2020 post Covid provisions.,local-authority-eng:BOT,not owned by a public authority,,,not permissioned,,POINT(0.13119 53.040034),BLR/WRA/001,http://www.mybostonuk.com/wp-content/uploads/2019/12/Geo-H-Kime-Co.pdf,2017-11-20,brownfield-land/local-authority-eng/BOT/BLR-WRA-001
