site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Fort Halstead, Crow Drive, TN14 7BU",,,2019-12-18,yes,62.66,750,750,"SE/15/00628/OUT Emerging Local Plan Ref ST2-57 - Site has outline planning permission for 450 residential dwellings and 27,000m2 business floorspace. The additional housing units must form part of a comprehensive redevelopment of the site to include replacement employment provision. This should be of an equivalent scale and skill level to that when the site was fully operational to ensure the District?s economy remains dynamic. Any additional development proposed must conserve and enhance the AONB. Any additional development proposed will be required to be of high quality design and careful layout, provide a buffer to protect the ancient woodland, and protect priority habitats. Landscaping and planting should be integrated into the development and will be required to provide a buffer and defensible boundary in order to blend the development into the countryside in a natural and sensitive way. Respect and respond sensitively to the existing features within the site that are positive and that make the site unique. Fort Halstead, a designated Scheduled Monument and of historic military significance, should be protected, enhanced and better presented in any development proposal. Improve the provision and connectivity of green infrastructure including improvements to the Public Right of Way network. Multiple access points will be required to serve the development. Any scheme will need to be supported by a transport assessment, setting out any required mitigation measures, safe access for all and focusing on sustainable transport solutions. If one element of the site is available for redevelopment in advance of the other, the development should be designed in such a way so as not to preclude the future integration of development, or the operation of the existing functions.",local-authority-eng:SEV,not owned by a public authority,2015-09-10,https://pa.sevenoaks.gov.uk/online-applications/,permissioned,outline planning permission,POINT(0.146808 51.312698),BFR104,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-11-01,brownfield-land/local-authority-eng/SEV/BFR104
"Bramblefield Close and Park Drive, Hartley, DA3 7RT",yes,2019-03-31,2020-12-15,,5.5,71,71,SE/13/02032 - Under Construction,local-authority-eng:SEV,not owned by a public authority,2013-11-12,https://pa.sevenoaks.gov.uk/online-applications/,permissioned,full planning permission,POINT(0.299238 51.395643),BFR105,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-11-01,brownfield-land/local-authority-eng/SEV/BFR105
"West Kent Cold Store, Rye Lane, TN14 5HD",yes,2019-03-31,2017-12-01,,7.5,500,500,SE/09/02635 - Completed,local-authority-eng:SEV,not owned by a public authority,2010-03-11,https://pa.sevenoaks.gov.uk/online-applications/,permissioned,full planning permission,POINT(0.172127 51.292542),BFR106,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-11-01,brownfield-land/local-authority-eng/SEV/BFR106
"Cramptons Road Water Works, Sevenoaks",,,2019-12-18,,0.98,98,98,Emerging Local Plan Ref ST2-8 - A contamination assessment is to be submitted as part of any planning application. Careful consideration should be given to the relationship with adjacent commercial premises and sympathetic boundary treatment to minimise any conflict between uses.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.193836 51.291857),BFR107,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-12-01,brownfield-land/local-authority-eng/SEV/BFR107
"Sevenoaks Gasholder Station, Cramptons Road, Sevenoaks",,,2019-12-18,yes,0.98,98,98,Emerging Local Plan Ref ST2-9 - A contamination assessment is to be submitted as part of any planning application. Careful consideration should be given to the relationship with adjacent commercial premises and sympathetic boundary treatment to minimise any conflict between uses.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.191181 51.293172),BFR108,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-12-01,brownfield-land/local-authority-eng/SEV/BFR108
"School House Oak Lane & Hopgarden Lane, Sevenoaks",,,2019-12-18,,1.4,56,56,Emerging Local Plan Ref ST2-4 - Careful design and layout to minimise impact on the locally listed building. The conversion of the existing building is to be considered as part of any planning application. Retain existing trees and hedges,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.186488 51.264879),BFR109,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-12-01,brownfield-land/local-authority-eng/SEV/BFR109
"Johnsons, at Oak Lane & Hopgarden Lane, Sevenoaks",,,2019-12-18,,1.36,54,54,Emerging Local Plan Ref ST2-5 - Careful design and layout to minimise impact on the locally listed building. The conversion of the existing building is to be considered as part of any planning application. Retain existing trees and hedges. Developers will be required to demonstrate that there is adequate waste water capacity both on and off the site to serve the development and that it would not lead to problems for existing or new users. In some circumstances it may be necessary for developers to fund studies to ascertain whether the proposed development will lead to overloading of existing waste water infrastructure.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.184221 51.263369),BFR110,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-12-01,brownfield-land/local-authority-eng/SEV/BFR110
"Bevan Place, Swanley",yes,,2019-12-18,,0.48,100,100,Emerging Local Plan Ref ST2-17 - This site provides an opportunity to deliver a ?gateway? development. An air quality assessment is to be submitted as part of any planning application.,local-authority-eng:SEV,owned by a public authority,,,not permissioned,,POINT(0.17755 51.394613),BFR111,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-12-01,brownfield-land/local-authority-eng/SEV/BFR111
"Bus Garage and Kingdom Hall, London Road, Swanley",,,2019-12-18,,0.74,74,74,Emerging Local Plan Ref ST2-18 - An air quality assessment is to be submitted as part of any planning application.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.186215 51.392583),BFR112,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-12-01,brownfield-land/local-authority-eng/SEV/BFR112
"57 Top Dartford Road, Hextable",yes,,2020-12-15,,0.51,5,5,SE/20/01091,local-authority-eng:SEV,not owned by a public authority,2020-07-01,https://pa.sevenoaks.gov.uk/online-applications/,permissioned,full planning permission,POINT(0.191815 51.416257),BFR113,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-12-01,brownfield-land/local-authority-eng/SEV/BFR113
"Delivery & Post Office / BT Exchange, South Park, Sevenoaks",,,2019-12-18,,0.6,102,102,"Emerging Local Plan Ref ST2-1 - The site forms part of the setting of the Sevenoaks High Street Conservation Area and the opportunity should be taken to re-develop the current building to a development of a suitable scale, form, materials and detailing which enhances the setting of the conservation area. Active retail/town centre uses should be incorporated at least on the ground floor on the South Park frontage of this scheme. Residential uses are likely to be in the form of apartments above the ground floor, duplexes or townhouses. If one element of the site is available for redevelopment in advance of the other, the development should be designed in such a way so as not to preclude the future integration of development, or the operation of the existing functions. The retention of the Post Office counter facility in a prominent location in the town centre will be required. Servicing, parking and access arrangements will need careful consideration once the mix of uses is determined. Development should improve pedestrian linkages to the town centre",local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.190973 51.270147),BFR114,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-12-01,brownfield-land/local-authority-eng/SEV/BFR114
"Station Approach, Edenbridge",,,2019-12-18,,1,30,30,Emerging Local Plan Ref ST2-29 - The area of employment land on the northern portion of site should be retained; including the historic train-shed brick building on site. The southern end of the site is allocated for residential use. A landscaped buffer will be required to protect residential amenity and provide benefits to biodiversity adjacent to the railway. Access to employment land should be taken from the existing access on Station Approach. Access to residential development should be taken from Greenfield. Safety enhancements such as signing and lining are likely to be required at the junction of Greenfield and Forge Croft. Safe and convenient links should be made to the footpath network to the south of the site.,local-authority-eng:SEV,owned by a public authority,,,not permissioned,,POINT(0.06847 51.199033),BFR115,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-12-01,brownfield-land/local-authority-eng/SEV/BFR115
"New Ash Green Village Centre, New Ash Green",,,2019-12-18,,1.87,70,70,"Emerging Local Plan Ref ST2-37 - New Ash Green village centre will be regenerated and the quality of the environment improved so that it more effectively meets the needs of the community. Development should retain a scale appropriate to the size of the community it is intended to serve and a form that respects the distinctive character of the settlement. Development should achieve a satisfactory relationship with the adjoining housing and open space. Proposals should include retail, employment and community facilities and services. Office space should be retained or provided in this central location. An element of residential development (in the form of apartments) should be included as part of the regeneration scheme. The scheme should provide improvements to the local centre public realm. Servicing, parking and access arrangements will need careful consideration once the mix of uses is determined and a Transport Assessment will be required. Parking should be reprovided as part of the scheme, including parking for residential units. The pedestrian environment should be designed to provide a safe and secure access incorporating security measures (such as the public realm overlooked by residential development) to deter crime, the fear of crime and antisocial behaviour. Developers will be required to demonstrate that there is adequate waste water capacity both on and off the site to serve the development and that it would not lead to problems for existing or new users. In some circumstances it may be necessary for developers to fund tudies to ascertain whether the proposed development will lead to overloading of existing water infrastructure.",local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.304785 51.366246),BFR116,https://maps.sevenoaks.gov.uk/brownfield_register/,2017-12-01,brownfield-land/local-authority-eng/SEV/BFR116
"Swanley Centre, Nightingale Way, Swanley",yes,,2020-12-15,,2.6,303,303,SE/17/02279 Swanley town centre will be regenerated and the quality of the environment improved so that it more effectively meets the needs of the community.,local-authority-eng:SEV,not owned by a public authority,2019-07-26,https://pa.sevenoaks.gov.uk/online-applications/,permissioned,full planning permission,POINT(0.174092 51.396054),BFR117,https://maps.sevenoaks.gov.uk/brownfield_register/,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR117
"White Oak Leisure Centre, Hilda May Avenue, Swanley",yes,,2020-12-15,,2.05,40,35,SE/19/02951,local-authority-eng:SEV,owned by a public authority,2020-02-13,https://pa.sevenoaks.gov.uk/online-applications/,permissioned,Other,POINT(0.170213 51.401598),BFR118,https://maps.sevenoaks.gov.uk/brownfield_register/,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR118
"Swanley Village Nursery, Swanley Village Road, Swanley Village",yes,,2019-12-18,,0.28,6,6,Emerging Local Plan Ref ST2-25 - Mitigation measures are required to soften the impact on the setting of the conservation area and nearby listed buildings. Retain existing trees and hedges.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.197799 51.403817),BFR119,https://maps.sevenoaks.gov.uk/brownfield_register/,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR119
"Kent & Surrey Driving Range, Crouch House Road, Edenbridge",yes,,2019-12-18,,0.14,7,7,Emerging Local Plan Ref ST2-31 - A new access onto Crouch House Road is required.,local-authority-eng:SEV,not owned by a public authority,,,not permissioned,,POINT(0.05082 51.204108),BFR120,https://maps.sevenoaks.gov.uk/brownfield_register/,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR120
"Edenbridge & District War Memorial Hospital, Mill Hill, Edenbridge",,,2019-12-18,,0.76,30,30,Emerging Local Plan Ref ST2-32 - Redevelopment of site subject to confirmation of health commissioning requirements in relation to the current uses. Replacement facilities to serve the local community to be provided as part of any redevelopment scheme. A heritage assessment is to be submitted as part of any planning application and mitigation measures are required to soften the impact on the setting of the conservation area and nearby listed buildings. Retain existing trees and hedges,local-authority-eng:SEV,owned by a public authority,,,not permissioned,,POINT(0.066613 51.189476),BFR121,https://maps.sevenoaks.gov.uk/brownfield_register/,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR121
"The Manor House, North Ash Road, New Ash Green",yes,,2020-12-15,,1.07,53,53,SE/19/02005 & SE/20/02061/MMA,local-authority-eng:SEV,not owned by a public authority,2019-12-04,https://pa.sevenoaks.gov.uk/online-applications/,permissioned,full planning permission,POINT(0.305343 51.363787),BFR122,https://maps.sevenoaks.gov.uk/brownfield_register/,2018-12-01,brownfield-land/local-authority-eng/SEV/BFR122
