site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Majestic Hotel 392-394 Seven Sisters Road N4 2PQ,,,2019-01-31,,0.1,25,25,,local-authority-eng:HCK,,2017-11-20,,permissioned,full planning permission,POINT(-0.097888 51.568795),2016/4414,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=531927&lat=187261,2019-01-31
53-55 East Road N1 6AH,,,2019-01-31,,0.05,9,9,,local-authority-eng:HCK,,2017-07-09,,permissioned,full planning permission,POINT(-0.08787 51.528634),2017/0232,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=532738&lat=182813,2019-01-31
"Hammel House, 15 Stanway Street N1 6RQ",,,2019-01-31,,0.02,9,9,,local-authority-eng:HCK,,2018-02-02,,permissioned,full planning permission,POINT(-0.079354 51.531606),2017/0232,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533320&lat=183159,2019-01-31
The Lawns Matthias Road N16 8QD,,,2019-01-31,,0.36,33,33,,local-authority-eng:HCK,,2018-05-30,,permissioned,full planning permission,POINT(-0.081031 51.552415),2017/0779,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533143&lat=185470,2019-01-31
238 Stamford Hill,,,2017-12-31,,0.03,6,6,,local-authority-eng:HCK,,2017-04-25,,permissioned,full planning permission,POINT(-0.071942 51.573938),2017/0873,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533710&lat=187880,2017-12-31
30-40 Underwood Street N1 7JQ,,,2019-01-31,,0.03,5,5,,local-authority-eng:HCK,,2017-08-05,,permissioned,full planning permission,POINT(-0.091523 51.530213),2017/1134,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=532480&lat=182982,2019-01-31
71 Nile Street N1 7RD,,,2019-01-31,,0.01,5,5,,local-authority-eng:HCK,,2018-07-03,,permissioned,full planning permission,POINT(-0.087962 51.529526),2017/1996,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=532729&lat=182912,2019-01-31
59-61 Kingsland High Street E8 2JS,,,2019-01-31,,0.01,6,6,,local-authority-eng:HCK,,,,permissioned,full planning permission,POINT(-0.075738 51.548282),2017/2074,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533522&lat=185020,2019-01-31
Boiler House Belper Court 1 Pedro Street E5 0BE,,,2019-01-31,,0.09,28,28,,local-authority-eng:HCK,,2018-08-08,,permissioned,full planning permission,POINT(-0.040564 51.555245),2017/3512,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535940&lat=185859,2019-01-31
Sir John And Lady Cohen Court Rookwood Road N16 6SD,,,2019-01-31,,0.03,6,6,,local-authority-eng:HCK,,,,permissioned,full planning permission,POINT(-0.067847 51.574204),2017/3864,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533993&lat=187917,2019-01-31
13A Rendlesham Road E5 8PQ,,,2019-01-31,,0.08,8,8,,local-authority-eng:HCK,,2018-09-07,,permissioned,full planning permission,POINT(-0.065743 51.556445),2017/4937,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534191&lat=185946,2019-01-31
The Windsor Castle 135 Lower Clapton Road E5 8EQ,,,2019-01-31,,0.07,6,6,,local-authority-eng:HCK,,,,permissioned,full planning permission,POINT(-0.053372 51.552904),2018/1060,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535059lat=185575,2019-01-31
Bus Depot Hackney Central,,,2017-12-31,,0.8,142,142,,local-authority-eng:HCK,,,,not permissioned,,POINT(-0.05302 51.547637),HCAAP - A4,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535099&lat=184990,2017-12-31
SAP223 - 27-37 Well Street London,,,2017-12-31,,0.43,44,44,,local-authority-eng:HCK,,,,not permissioned,,POINT(-0.05387 51.540565),SALP223,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535061&lat=184202,2017-12-31
"SALP270 - Rose Lipman Centre, Downham Road",,,2017-12-31,,0.74,226,226,,local-authority-eng:HCK,,,,not permissioned,,POINT(-0.082139 51.538747),SALP270,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533106&lat=183948,2017-12-31
SALP84 - 337 Kingsland Road and Adjacent Car Park,,,2017-12-31,,0.25,64,64,,local-authority-eng:HCK,,,,not permissioned,,POINT(-0.077124 51.540059),SALP84,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533450&lat=184103,2017-12-31
