site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
Former Temco Lydbrook,,,2020-02-05,,0.98,10,10,part of larger area separated by road and suitable for part development for housing which could be carried out independently of remainder of allocation. 2019 update- some buildings knocked down with fencing erected. Still suitable for housing due to location next to main road and other houses.,,not owned by a public authority,,,not permissioned,,POINT(-2.597909 51.853917),22,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora21&scale=1024,2017-10-31,
Pine End Works Harbour Road Lydney,,,2020-02-05,,4.82,30,20,"part of large mixed allocation, which can include an element of housing as part of the mix. Likely to support up to 30 units but this is neither a fixed requirement nor an absolute limit. Currently vacant but subject to planning application, awaiting decision. Application is in conformity with the allocation for mixed uses and includes residential accommodation tied to the proposed employment on the site.",,not owned by a public authority,,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?keyVal=PQTT0GHI01000&activeTab=summary,pending decision,,POINT(-2.513979 51.710268),24,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora23&scale=2048,2017-10-31,
Railway Station Lydney,,,2020-02-05,,1.04,20,5,within an area identified for redevelopment including the station itself there is potential for an element of new housing supported by the plan policy.,,owned by a public authority,,,not permissioned,,POINT(-2.530996 51.71506),25,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora24&scale=1024,2017-10-31,
St Michaels Close Coach depot Mitcheldean,yes,,2020-02-05,,0.43,12,12,"former coach depot now allocated in plan for about 12 dwellings adjoins conservation area and close to Grade 1 listed church. 2019 update- no recent permissions, still supported for housing",,not owned by a public authority,,,not permissioned,,POINT(-2.491199 51.86511),26,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora25&scale=1024,2017-10-31,
Stars Pitch Former George Hotel Mitcheldean,yes,,2020-02-05,,0.31,31,15,site with permission for 31 new units (flats) but could be dveloped for smaller number of houses. Former pub and associated outbuildings. 2019 update reserved matters approved,,not owned by a public authority,2015-07-20,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NFBWB2HIH4U00,permissioned,full planning permission,POINT(-2.488906 51.864514),27,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora26&scale=1024,2017-10-31,
Bradley Court Rd Mitcheldean,,,2020-02-05,,1.74,50,40,allocated site presently within large employment area but suitable for housing served from a separate access. 2019 update- no permissions,,not owned by a public authority,,,not permissioned,,POINT(-2.487893 51.868032),28,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora27&scale=1024,2017-10-31,
North of Church St Newent,,,2020-02-05,,0.26,25,20,"identified in plan for range of redevelopment and conversion, this area is within the town centre and is presently a mixture of uses including garages outbuildings and retail/ residential. Site and plan policy identified in order to realise potential to provide additional mixed uses. 2019 update- some houses constructed though some remaining scope for new residential development remains",,not owned by a public authority,,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=L21RDIHI88000,not permissioned,,POINT(-2.404632 51.930939),20,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora29&scale=1024,2017-10-31,
Newtown Road Cinderford,yes,,2020-02-05,,0.43,17,12,"part of site which is previously developed, owned by HCA and suitable for new housing. Identified in AAP. Some units deliverable within five years. 2019 Update- demolition of workshops approved in 2018, no permission submitted for what will replace buildings. Still suitable for residential purposes has been marketed by Homes England",,owned by a public authority,,https://publicaccess.fdean.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,not permissioned,,POINT(-2.51211 51.838122),4,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora3&scale=1024,2017-10-31,
Former Victoria Hotel Newnham,,,2020-02-05,,0.35,25,20,Listed former hotel and land associated with it. Capable of being converted and redeveloped (the non listed element) to provide a variety of accommodation. 2019 update- no permissions. Remain on register,,not owned by a public authority,,,not permissioned,,POINT(-2.45121 51.802067),31,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora30&scale=1024,2017-10-31,
Corner Rd Pillowell,yes,,2020-02-05,,0.33,5,5,permission for housing on former pithead site. 2019 update- has been outline permission for 4 dwellings but no APP application- remain on register,,not owned by a public authority,2015-08-15,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NNXJ1CHI01000,permissioned,outline planning permission,POINT(-2.545366 51.752331),32,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora31&scale=1024,2017-10-31,
Lydney Rd Whitecroft,,,2020-02-05,,3.47,35,30,part of mixed use allocation to include about 30 dwellings remainder of site for employment. Current use for employment and partially vacant and in need of refurbishment. 2019 update- currently an application awaiting decision. P0919/19/OUT,,not owned by a public authority,,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=PSXX52HIIVX00,not permissioned,,POINT(-2.551018 51.752182),34,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora33&scale=2048,2017-10-31,
Adj The Laurels Sling,,,2020-02-05,,0.48,15,12,former builders yard and premises suitable for redevelopment 2019 update- no residential permissions.suitable for new housing or conversion,,not owned by a public authority,,,not permissioned,,POINT(-2.604983 51.770688),35,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora34&scale=1024,2017-10-31,
Lansdown Walk Bream,,,2020-02-05,,0.19,7,5,alternative use of site currently occupied by business premises. 2019 Update- Outline Permission granted 2007 not enacted therefore expired. Still suitable for residential- remain on register,,not owned by a public authority,,,not permissioned,,POINT(-2.571779 51.750959),36,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora35&scale=1024,2017-10-31,
Rear of High Street Lydney,yes,,2020-02-05,,0.29,15,10,current application for majority of site but this area which is slightly larger includes garage court adjoining. 2019 update- planning application approved. Remove when commenced,,not owned by a public authority,,https://publicaccess.fdean.gov.uk/online-applications/search.do?action=simple&searchType=Application,pending decision,,POINT(-2.536787 51.724644),37,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora36&scale=1024,2017-10-31,
Court Farm Littledean,,,2020-02-05,,0.67,20,16,Current use as garage but could be redeveloped for housing. Almost all within Conservation Area. 2019- Comments still stand no new permissions,,not owned by a public authority,,,not permissioned,,POINT(-2.483172 51.819754),38,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora37&scale=1024,2017-10-31,
Swan Rd Lydney,,,2020-02-05,,0.19,8,5,small area undeveloped (former gasholder and adjoining premises which could be redeveloped) majority in public ownership. 2019 update- no permissions suitable for housing considering surrounding uses,,mixed ownership,,,not permissioned,,POINT(-2.529795 51.724701),39,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora38&scale=1024,2017-10-31,
Forge Hill Lydbrook Joys Green,,,2020-02-05,,0.39,12,10,sawmill and related land for redevelopment,,not owned by a public authority,,,not permissioned,,POINT(-2.57894 51.843885),40,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora39&scale=1024,2017-10-31,
Railway Tavern Station Street Cinderford,yes,,2020-02-05,,0.09,10,8,current permission for conversion of former pub to 10 flats. Associated with larger Station Street site and allocated in AP. 2019 update- discons approved 2018 relating to flat conversion therefore may commence soon. Still suitable for residential.,,not owned by a public authority,2016-07-13,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O5MH6GHI0AF00,permissioned,full planning permission,POINT(-2.506386 51.823711),5,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora4&scale=1024,2017-10-31,
Station Street Cinderford,,,2020-02-05,,2.91,120,90,"largest element of site allocated in AP has had previous permissions but no longer current. Suitable for a variety of housing and may be developed in conjunction with adjoining land to which it must relate. 2019 update- no new permissions, still suitable for residential use",,not owned by a public authority,,,not permissioned,,POINT(-2.506564 51.822998),6,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora4&scale=1024,2017-10-31,
Grahamstown Rd Sedbury,,,2020-02-05,,0.84,28,24,redevelopment opportunity within area of mixed but now increasingly similar uses 2019 update- no housing permissions. Residential would be suitable use within the housing area,,not owned by a public authority,,,not permissioned,,POINT(-2.658251 51.642499),41,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora40&scale=1024,2017-10-31,
St Whites former school Cinderford,yes,,2020-02-05,,0.19,5,5,former school now subject to application for conversion close to school site referred to above but not contiguous with it. 2019 update- P1240/17/FUL for conversion was refused but allowed on appeal. New application pending P1480/19/FUL. Still suitable for residential.,,owned by a public authority,,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OTQY0JHIMW800,pending decision,,POINT(-2.502133 51.81308),43,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora42&scale=1024,2017-10-31,
10-14 Newland Street Coleford,,,2020-02-05,,0.12,10,6,Listed frontage building and located in Conservation Area suitable for new development to rear and conversion of upper floors of frontage building site includes former tramroad which will need to be retained as an open feature. 2019 update- no new permission since 2007 which has expired. Still suitable for residential use.,,not owned by a public authority,,,not permissioned,,POINT(-2.61891 51.793159),44,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora43&scale=1024,2017-10-31,
Boxbush Rd Coleford,,,2020-02-05,,0.23,20,12,suitable for conversion and new build within site. Close to Conservation Area and also listed Church. 2019 update- no new permission but in use as a nursery. Still suitable for residential use.,,owned by a public authority,,,not permissioned,,POINT(-2.619054 51.793632),45,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora44&scale=1024,2017-10-31,
Old Station Rd Newent,,,2020-02-05,,0.52,40,20,part of mixed use allocation totalling 30-40 dwellings. 2019 update No residential permissions on site.,,not owned by a public authority,,,not permissioned,,POINT(-2.408926 51.934231),49,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora48&scale=1024,2017-10-31,
Foxes Bridge Rd Cinderford,,,2020-02-05,,0.71,21,17,"former training/ employment use but vacant and suitable for redevelopment. 2019 update- no new permissions, still suitable for residential purposes",,owned by a public authority,,,not permissioned,,POINT(-2.508023 51.825968),50,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora49&scale=1024,2017-10-31,
Adjacent to Cartway Green Valley Road Former Foundry Cinderford,yes,,2020-02-05,,0.96,40,30,"Part of larger allocated site- could be developed in conjunction with it or separately in a manner that would relate to its eventual development. Site cleared. Able to be commenced and with some delivery possible within five years. 2019 update- no new permissions, still suitable for residential use",,not owned by a public authority,,,not permissioned,,POINT(-2.508067 51.822616),7,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora6&scale=1024,2017-10-31,
Adjacent to Enterprise Centre Valley Road Former Employment Centre Cinderford,,,2020-02-05,,2.17,45,35,"former business / training use able to be redeveloped for housing and allocated for the purpose in the AP Now largely derelict. 2019 Update- no new permissions, still suitable for residential use",,not owned by a public authority,,,not permissioned,,POINT(-2.50817 51.827446),3,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora7&scale=1024,2017-10-31,
Adjacent to Furnaces Close Valley Road Junction Cinderford Valley Road,yes,,2020-02-05,,0.53,20,15,"A further parcel of land adjoins the former foundry site (listed elsewhere) and can be developed on its own or preferably in conjunction with it. Not cleared but occupied by open storage and a single dwelling, could deliver some dwellings within five years. 2019 update- no new permissions, still suitable for residential",,not owned by a public authority,,,not permissioned,,POINT(-2.508947 51.822264),8,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora7&scale=1024,2017-10-31,
St Whites Old School West Cinderford,yes,,2020-02-05,,0.41,8,5,former school,,owned by a public authority,,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=PCGPI1HIJX200,permissioned,,POINT(-2.501174 51.813252),10,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora9&scale=1024,2017-10-31,
Naas Lane Lydney,,,2020-02-05,,0.48,20,15,former day care centre vacant. 2019 update no residential permissions. Considered to be suitable for housing.,,not owned by a public authority,,,not permissioned,,POINT(-2.516508 51.725819),51,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora50&scale=1024,2018-11-26,
