site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Tynemouth Jubilee Infirmary, Hawkey's Lane, North Shields",,,2018-12-31,,1.48,40,40,,local-authority-eng:NTY,owned by a public authority,,,not permissioned,,POINT(-1.456131 55.010876),83,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Land at 26-37 Clive Street, North Shields",,,2018-12-31,,0.3,9,9,,local-authority-eng:NTY,not owned by a public authority,,,not permissioned,,POINT(-1.443907 55.004944),85,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Percy Main Bus Depot, Norham Road, North Shields",,,2018-12-31,,0.45,12,12,,local-authority-eng:NTY,not owned by a public authority,,,not permissioned,,POINT(-1.477749 55.00424),91,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Grieves Row, Dudley",yes,,2018-12-31,,1.94,88,53,,local-authority-eng:NTY,not owned by a public authority,,,not permissioned,,POINT(-1.594314 55.058736),95,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Fenwick's Pit, East Holywell",yes,,2018-12-31,,4.43,18,18,Residential development for 18 dwellings,local-authority-eng:NTY,not owned by a public authority,2016-07-26,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NSYZYABH0GZ00,permissioned,full planning permission,POINT(-1.513357 55.050002),112,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Former Grange Interiors Building, Bird Street, North Shields",yes,,2018-12-31,,0.54,32,32,Pending decision on outline application with all matters reserved for the development of 35no. residential units,local-authority-eng:NTY,mixed ownership,,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OGUF8XBH0I300,not permissioned,,POINT(-1.437848 55.011126),116,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Land at Rising Sun adjacent to Sports Ground, Kings Road North, Wallsend",,,2018-12-31,,0.23,7,7,,local-authority-eng:NTY,owned by a public authority,,,not permissioned,,POINT(-1.532317 55.006529),162,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Land at Coble Dene, Royal Quays, North Shields",,,2018-12-31,,0.24,7,7,,local-authority-eng:NTY,owned by a public authority,,,not permissioned,,POINT(-1.457862 54.995014),198,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Site at Coquet Avenue (Former site of Marine Park and Cocquet Park First School), Whitley Bay",,,2018-12-31,,0.59,94,94,"Submission of reserved matters for development of 78 apartments and 16 houses including details of appearance, scale, parking, refuse storage and landscaping pursuant to outline planning permission reference 06/03648/OUT.",local-authority-eng:NTY,not owned by a public authority,2008-01-30,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JS4ABDBH09700,permissioned,reserved matters approval,POINT(-1.449569 55.045893),219,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Land south of Whitley Road, Benton",yes,,2018-12-31,,2.25,51,51,Outline application for erection of 51 dwellings and creation of an additional 18 drop off spaces on Tyneview Road,local-authority-eng:NTY,owned by a public authority,2012-06-06,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,outline planning permission,POINT(-1.566554 55.009729),223,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Fleur De Lis, Dock Road Industrial Estate, North Shields",yes,,2018-12-31,,0.14,8,8,Proposed residential development of 8 no. three bedroom house,local-authority-eng:NTY,not owned by a public authority,2016-11-29,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEH2HHBHH5400,permissioned,full planning permission,POINT(-1.447768 55.003883),233,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Linskill Mews, Linskill Terrace, North Shields",,,2018-12-31,,0.17,9,9,Construction of 9no 3 bed three storey terraced townhouses including associated parking,local-authority-eng:NTY,not owned by a public authority,2012-07-11,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LUE1BGBH09700,permissioned,outline planning permission,POINT(-1.442276 55.013195),249,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Bawtry Court, Broomfield Avenue, Wallsend",,,2018-12-31,,0.22,13,13,The demolition of the existing sheltered scheme and building of 14 two bedroom flats,local-authority-eng:NTY,owned by a public authority,2007-12-27,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JP8ISTBHEC000,permissioned,outline planning permission,POINT(-1.525466 55.00803),260,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Pioneer Social Club, Seghill Road Ends, Dudley",,,2018-12-31,,0.15,8,5,Residential development,local-authority-eng:NTY,not owned by a public authority,2005-11-30,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=IQTQOSBHT9000,permissioned,outline planning permission,POINT(-1.57789 55.055877),266,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
Stephenson Industrial Estate East,,,2018-12-31,,4.88,110,110,The sites in this location have been subject to a range of applications that include an element of residential development. This includes permitted schemes for 54 units (12/00542/OUT) and 60 units (12/01851/OUT).,local-authority-eng:NTY,mixed ownership,,,not permissioned,,POINT(-1.576355 55.029326),277,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
Stephenson Industrial Estate West,,,2018-12-31,,7.3,164,164,Allocated for mixed-use (re)development through Local Plan. Neighbouring residential schemes indicate that delivery of residential on site over next 10 years is possible.,local-authority-eng:NTY,mixed ownership,,,not permissioned,,POINT(-1.579515 55.030748),278,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Tanners Bank West (S), North Shields (former Tyne Brand site)",,,2018-12-31,,1.85,50,50,,local-authority-eng:NTY,mixed ownership,,,not permissioned,,POINT(-1.434435 55.011469),280,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Tanners Bank East, North Shields",,,2018-12-31,,0.95,42,42,,local-authority-eng:NTY,mixed ownership,,,not permissioned,,POINT(-1.432743 55.011695),281,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Brewhouse Bank A (northern parcel), North Shields",,,2018-12-31,,0.51,18,18,"Allocated for mixed-use (re)development through Local Plan. Remaining element of land at Brewhouse Bank A not subject to permitted application (15/00577/OUT). Preferred development as part of a comprehensive scheme - potentially including sites 280 to 285. Considered with regard to complexity of land ownership, potential contamination and employment land supply.",local-authority-eng:NTY,mixed ownership,,,not permissioned,,POINT(-1.436667 55.011749),282,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"East George Street, North Shields",,,2018-12-31,,0.87,31,31,,local-authority-eng:NTY,mixed ownership,,,not permissioned,,POINT(-1.437578 55.012589),284,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Hutson Street & East George Street Block, North Shields",,,2018-12-31,,0.45,16,16,,local-authority-eng:NTY,mixed ownership,,,not permissioned,,POINT(-1.437358 55.011528),285,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Dock Road Industrial Estate, Lawson Street, North Shields",,,2018-12-31,,4.25,96,96,,local-authority-eng:NTY,mixed ownership,,,not permissioned,,POINT(-1.449743 55.002319),288,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Land at North Shields Metro Station, Russell Street, North Shields",yes,,2018-12-31,,0.52,14,14,,local-authority-eng:NTY,not owned by a public authority,,,not permissioned,,POINT(-1.449964 55.007919),299,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Land adjacent to Benton Metro Station, Station Approach, Benton",yes,,2018-12-31,,0.39,20,12,,local-authority-eng:NTY,not owned by a public authority,,,not permissioned,,POINT(-1.569127 55.013242),301,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Metro Sidings at Waterville Road, North Shields",yes,,2018-12-31,,1.24,34,34,,local-authority-eng:NTY,not owned by a public authority,,,not permissioned,,POINT(-1.454199 55.00464),302,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Percy Hedley School, Station Road, Forest Hall",,,2018-12-31,,0.62,28,17,,local-authority-eng:NTY,not owned by a public authority,,,not permissioned,,POINT(-1.56818 55.017049),307,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Land at Albion Road, North Shields",,,2018-12-31,,0.25,8,8,,local-authority-eng:NTY,not owned by a public authority,,,not permissioned,,POINT(-1.446797 55.010798),311,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Albion House, Albion Road, North Shields",,,2018-12-31,,0.79,21,21,,local-authority-eng:NTY,,,,not permissioned,,POINT(-1.450945 55.009343),315,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Bingo Hall, Lovaine Place, North Shields",,,2018-12-31,,0.12,4,4,,local-authority-eng:NTY,,,,not permissioned,,POINT(-1.448704 55.008596),323,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Land at Waldo Street, North Shields",,,2018-12-31,,0.11,3,3,,local-authority-eng:NTY,,,,not permissioned,,POINT(-1.445905 55.005196),324,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Telephone Exchange, Station Road, Wallsend",,,2018-12-31,,0.2,6,6,,local-authority-eng:NTY,,,,not permissioned,,POINT(-1.53593 54.992812),326,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Whisky Bends, Promenade, Whitley Bay",,,2018-12-31,,0.02,5,5,"Demolish existing building, site to be sub soiled, top soiled and grass seeded",local-authority-eng:NTY,owned by a public authority,2014-05-06,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OWUF7SBHJNJ00,not permissioned,other,POINT(-1.439457 55.043789),337,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Garage Site, The Links, Whitley Bay",,,2018-12-31,,0.12,4,4,,local-authority-eng:NTY,not owned by a public authority,,,not permissioned,,POINT(-1.454961 55.056835),338,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Former Coastways Garage, Coast Road, Wallsend",,,2018-12-31,,0.59,14,14,Extension of Time Limit for Implementation of Planning Consent 08/01529/FUL (approved on appeal APP/W4515/A/08/2087460/NWF) 14no three bedroom townhouses with free standing garages.,local-authority-eng:NTY,not owned by a public authority,2012-03-02,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LVIOSBBH0GZ00,permissioned,full planning permission,POINT(-1.533125 55.001535),339,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"The Avenue, Park Avenue, Whitley Bay",yes,,2018-12-31,,0.27,12,12,Outline planning application for residential development with all matters reserved,local-authority-eng:NTY,owned by a public authority,2017-09-29,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ORLHT5BHH5K00,permissioned,reserved matters approval,POINT(-1.445524 55.046423),341,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Gasometer at Minton Lane, North Shields",,,2018-12-31,,1.63,44,44,,local-authority-eng:NTY,not owned by a public authority,,,not permissioned,,POINT(-1.454239 55.002798),344,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Howdon Gas Works, Howdon Lane, Howdon",,,2018-12-31,,2.96,67,67,,local-authority-eng:NTY,not owned by a public authority,,,not permissioned,,POINT(-1.495362 54.994789),346,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Portugal Place Block, High Street West, Wallsend",,,2018-12-31,,0.44,23,14,,local-authority-eng:NTY,mixed ownership,,,not permissioned,,POINT(-1.538309 54.989855),348,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Harvey Combe, Station Road Industrial Estate, Killingworth",,,2018-12-31,,11,240,144,,local-authority-eng:NTY,owned by a public authority,,,not permissioned,,POINT(-1.581987 55.035312),354,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Tanners Bank West (N), North Shields",,,2018-12-31,,2.18,49,49,,local-authority-eng:NTY,mixed ownership,,,not permissioned,,POINT(-1.435187 55.012488),355,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Devonshire Drive, Whitley Road, Holystone",yes,,2018-12-31,,1.69,76,46,,local-authority-eng:NTY,not owned by a public authority,,,not permissioned,,POINT(-1.530902 55.027281),366,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Ash Court, Rake Lane, North Shields",,,2018-12-31,,0.2,6,6,,local-authority-eng:NTY,owned by a public authority,,,not permissioned,,POINT(-1.465112 55.026938),389,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Tynemouth Court, Hawkey's Lane, North Shields",,,2018-12-31,,0.5,14,14,,local-authority-eng:NTY,owned by a public authority,,,not permissioned,,POINT(-1.456486 55.010042),390,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Whitley Bay Police Station, Laburnum Avenue, Whitley Bay",,,2018-12-31,,0.11,3,3,,local-authority-eng:NTY,owned by a public authority,,,not permissioned,,POINT(-1.445998 55.041518),392,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Drift Inn, Front Street, Seaton Burn",,,2018-12-31,,0.28,14,8,Demolition of existing building and erection of 56 bedroom care home,local-authority-eng:NTY,,2012-02-17,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LVQO60BH06V00,permissioned,full planning permission,POINT(-1.629617 55.062093),404,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Grasmere Court, Swindale Drive, Killingworth (Former West House PH)",yes,,2018-12-31,,0.16,8,5,Demolition of the former West House and erection of 11 new build residential dwellings,local-authority-eng:NTY,,2015-11-17,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NK0XY8BHJEN00,permissioned,full planning permission,POINT(-1.575888 55.036496),407,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Rosehill Social Club, Tynemouth Road, Wallsend",yes,,2018-12-31,,0.2,10,10,Demolition of existing social club premises and erection of 10no. 3 bedroom terraced houses. Formation of new parking area to rear of new terrace and erection of new boundary wall to front of site,local-authority-eng:NTY,not owned by a public authority,2015-11-03,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NKS9D9BHJLA00,permissioned,full planning permission,POINT(-1.507283 54.996482),408,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Cosalt Factory, Liddell Street, North Shields",yes,,2018-12-31,,0.11,22,22,Alterations and change of use of existing building to provide 22 apartments with associated parking facilities. Demolition to include removal of external cladding and all windows and doors,local-authority-eng:NTY,,2015-03-31,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N6W6GMBHGN600,permissioned,full planning permission,POINT(-1.440779 55.007257),409,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Coleman NE Ltd, Walker Place, North Shields",,,2018-12-31,,0.28,27,27,"Allowed on appeal, development of 27no. apartments along with associated vehicle parking and landscaping",local-authority-eng:NTY,not owned by a public authority,2017-02-07,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NRKMX7BHL4000,permissioned,full planning permission,POINT(-1.435616 55.010855),411,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Trinity United Reformed Church & Hall, Esplanade, Whitley Bay",,,2018-12-31,,0.16,5,5,,local-authority-eng:NTY,,,,not permissioned,,POINT(-1.441664 55.042658),412,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Dudley Social Club, Western Terrace, Dudley",,,2018-12-31,,0.1,5,3,,local-authority-eng:NTY,,,,not permissioned,,POINT(-1.598554 55.057375),433,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Black Bull Inn, Front Street, Benton",yes,,2018-12-31,,0.6,9,9,Extension of time limit for implementation of planning consent 09/03175//FUL - Erection of 9 dwellings and new public house car park,local-authority-eng:NTY,,2013-03-25,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MHG3LHBH09700,permissioned,full planning permission,POINT(-1.575523 55.010273),438,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Earsdon Garage, Bank Top, Earsdon",yes,,2018-12-31,,0.15,8,8,Demolition of existing structure and erection of 7no dwelling houses and 1no apartment,local-authority-eng:NTY,,2011-04-20,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LELR6XBHDX000,permissioned,full planning permission,POINT(-1.495279 55.04628),440,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Former Clousden Hill Filling Station, Great Lime Road, Forest Hall",yes,,2018-12-31,,0.28,8,8,"Erection of a terrace of 8 two-storey dwelling houses with associated access, hard-standings, boundary enclosures, gardens, amenity spaces and 12 car parking spaces",local-authority-eng:NTY,,2013-09-02,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MPMGHZBHDX000,permissioned,full planning permission,POINT(-1.559761 55.026032),441,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"West Farm, 44 Front Street, Earsdon",yes,,2018-12-31,,0.25,6,6,"Refurbishment of existing farmhouse and farm buildings, with associated demolition and two storey and single storey new build extensions, in order to provide 6no. new dwellings",local-authority-eng:NTY,,2016-03-09,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NZ0HWMBHMQC00,permissioned,full planning permission,POINT(-1.499902 55.045742),443,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Tynemouth Motor Company, Albion Road, North Shields",yes,,2018-12-31,,0.1,6,6,Extension of time limit for implementation of planning consent 08/01528/OUT (approved on appeal APP/W4515/A/08/2092486/NWF) for Demolition of existing garage outbuildings and the construction of a 2 and a half storey block of apartments containing 6 units with associated parking and landscaping (Re-submission of 07/01204/OUT),local-authority-eng:NTY,,2012-05-10,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LWI8J4BH0GZ00,permissioned,outline planning permission,POINT(-1.45031 55.0112),445,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Land and buildings at Bedford Street and Clive Street, North Shields",,,2018-12-31,,0.4,16,16,"Change of use from office/warehouse to 14no. residential units(3no. 1 bed with bed decks, 11no. 2 beds) and associated car parking.Erection of 16no.residential units and associated car parking",local-authority-eng:NTY,,1998-11-19,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=9801386FUL,permissioned,full planning permission,POINT(-1.444028 55.006346),486,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
Backworth Primary School,,,2018-12-31,,0.52,14,14,,local-authority-eng:NTY,owned by a public authority,,,not permissioned,,POINT(-1.530721 55.042782),552,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"16 John Street, Cullercoats",yes,,2018-12-31,,0.09,10,10,Demolition of existing building and erection of apartment block containing 10 apartments,local-authority-eng:NTY,,2016-09-26,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O20UVXBHFPF00,permissioned,full planning permission,POINT(-1.434289 55.035138),558,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"Land at Westholme Farm Social Club, Mullen Road, Wallsend",yes,,2018-12-31,,0.17,6,6,Construction of 6no terraced town houses with associated access road and landscaping,local-authority-eng:NTY,,2015-08-19,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,POINT(-1.538091 55.004745),559,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
"New Winning Tavern, Church Bank, Wallsend",,,2018-12-31,,0.1,3,3,,local-authority-eng:NTY,,,,permissioned,,POINT(-1.519463 54.99361),560,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,2017-12-22
