site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Tamar House Forth House and Clifton House Brants Bridge Bracknell,,,2019-12-11,,0.7,79,79,S106 needed due to Habitat Regulations 2010.,local-authority-eng:BRC,not owned by a public authority,2017-02-17,https://www.bracknell-forest.gov.uk/view-or-comment-planning-applications/access-online-planning-register,permissioned,other,POINT(-0.736668 51.413424),Map Ref 20 16/01293/PAC,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2017-10-01
Baileys Garage and The Haven Maidens Green Winkfield,,,2019-12-11,,0.56,3,3,,local-authority-eng:BRC,not owned by a public authority,2017-08-31,https://www.bracknell-forest.gov.uk/view-or-comment-planning-applications/access-online-planning-register,permissioned,full planning permission,POINT(-0.708926 51.444162),Map Ref 25 16/01181/FUL,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2017-10-01
Racal House Eastern Road Bracknell,,,2019-12-11,,0.34,60,60,"Demolition completed March 2018, site cleared. Construction not implemented ast at Dec 2019.",local-authority-eng:BRC,not owned by a public authority,2017-02-23,https://www.bracknell-forest.gov.uk/view-or-comment-planning-applications/access-online-planning-register,permissioned,full planning permission,POINT(-0.738661 51.414677),Map Ref 26 16/00626/FUL,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2017-10-01
Amber House & Northgate House Market Street Bracknell,yes,,2019-12-11,,0.62,193,193,"19/00639/FUL s.73. Site cleared, construction not implemented.",local-authority-eng:BRC,not owned by a public authority,2017-02-03,https://www.bracknell-forest.gov.uk/view-or-comment-planning-applications/access-online-planning-register,permissioned,full planning permission,POINT(-0.753253 51.414815),Map Ref 27 15/01035/FUL,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2017-10-01
"Dennis Pilcher House, Rowley Close, Broad Lane Bracknell",yes,,2019-12-11,,0.46,-18,-18,Site cleared. Construction not implemented.,local-authority-eng:BRC,owned by a public authority,2018-12-08,https://www.bracknell-forest.gov.uk/view-or-comment-planning-applications/access-online-planning-register,permissioned,full planning permission,POINT(-0.73154 51.412163),Map Ref 32 17/00568/FUL,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2018-12-08
"Technology House Building 2, The Boulevard Cain Road, Binfield",,,2019-12-11,,1.72,93,93,,local-authority-eng:BRC,not owned by a public authority,2018-04-19,https://www.bracknell-forest.gov.uk/view-or-comment-planning-applications/access-online-planning-register,permissioned,other,POINT(-0.778363 51.413641),Map Ref 33 18/00200/PAC 17/01391/FUL,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2018-12-08
"34 Wellington Business Park, Dukes Ride, Crowthorne",,,2019-12-11,,0.2,5,5,S106 needed due to Habitat Regulations 2010.,local-authority-eng:BRC,not owned by a public authority,2017-01-12,https://www.bracknell-forest.gov.uk/view-or-comment-planning-applications/access-online-planning-register,permissioned,other,POINT(-0.818147 51.366382),Map Ref 34 16/01202/PAC,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2018-12-08
"Garth Works, Kennel Lane, Warfield",,,2019-12-11,,0.3,12,12,,local-authority-eng:BRC,not owned by a public authority,2018-05-09,https://www.bracknell-forest.gov.uk/view-or-comment-planning-applications/access-online-planning-register,permissioned,full planning permission,POINT(-0.755672 51.426881),Map Ref 37 16/00391/OUT,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2018-12-08
Town square The Ring Bracknell,,,2019-12-11,,1.16,213,213,,local-authority-eng:BRC,owned by a public authority,,https://consult.bracknell-forest.gov.uk/file/5519138,not permissioned,,POINT(-0.747572 51.417479),Map Ref 12 BRA7 Town Square,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2017-10-01
Former Bus Depot Market Street Bracknell,,,2019-12-11,,0.47,141,141,,local-authority-eng:BRC,owned by a public authority,,https://consult.bracknell-forest.gov.uk/file/5519138,not permissioned,,POINT(-0.75319 51.416082),Map Ref 14 BRA12 Former Bus Depot,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2017-10-01
"Bus Station, Station Road",,,2019-12-11,,0.78,234,234,,local-authority-eng:BRC,owned by a public authority,,https://consult.bracknell-forest.gov.uk/file/5519138,not permissioned,,POINT(-0.753046 51.413968),Map Ref 43 BRA 17 Bus Station,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2019-12-11
"The Braccans, London Road, Bracknell",,,2019-12-11,,0.28,14,14,,local-authority-eng:BRC,not owned by a public authority,2019-05-02,https://www.bracknell-forest.gov.uk/view-or-comment-planning-applications/access-online-planning-register,permissioned,full planning permission,POINT(-0.736771 51.415943),Map Ref 44 18/00357/FUL,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2019-12-11
"Coppid Hall, Warfield Road, Bracknell",,,2019-12-11,,0.2,8,8,,local-authority-eng:BRC,not owned by a public authority,2018-06-28,https://www.bracknell-forest.gov.uk/view-or-comment-planning-applications/access-online-planning-register,permissioned,full planning permission,POINT(-0.74442 51.419136),Map Ref 45 17/01255/FUL,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2019-12-11
"Manhatton House, 140 High Street, Crowthorne",,,2019-12-11,,0.1,13,13,,local-authority-eng:BRC,not owned by a public authority,2017-11-10,https://www.bracknell-forest.gov.uk/view-or-comment-planning-applications/access-online-planning-register,permissioned,full planning permission,POINT(-0.793661 51.368362),Map Ref 46 17/00250/FUL,https://www.bracknell-forest.gov.uk/sites/default/files/documents/brownfield-register-map.pdf,2019-12-11
