site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Western Gateway - non City Industrial Park,,,2017-12-18,,9.1,200,200,,local-authority-eng:STH,mixed ownership,,,not permissioned,,BLR CC 72,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20CC%2072,2017-11-17
"City Industrial Park, Southern Road",,,2017-12-18,,3.4,60,60,,local-authority-eng:STH,owned by a public authority,,,not permissioned,,BLR CC 31,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20CC%2031,2017-11-17
Royal Pier Waterfront,,,2017-12-18,,10.7,600,600,,local-authority-eng:STH,mixed ownership,,,pending decision,,BLR CC 2,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20CC%202,2017-11-17
Watermark West Quay,yes,,2017-12-18,,1.6,241,241,,local-authority-eng:STH,,2014-02-21,,permissioned,outline planning permission,BLR CC 27,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20CC%2027,2017-11-17
Chapel Riverside,yes,,2017-12-18,,8.07,500,500,,local-authority-eng:STH,mixed ownership,2017-08-03,,permissioned,outline planning permission,BLR CC 54,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20CC%2054,2017-11-17
East of Castle Way,,,2017-12-18,,0.75,108,108,,local-authority-eng:STH,mixed ownership,,,not permissioned,,BLR CC 69,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20CC%2069,2017-11-17
23-25 Hanover Buildings,yes,,2017-12-18,,0.05,6,6,,local-authority-eng:STH,not owned by a public authority,2016-03-11,,pending decision,full planning permission,BLR CC 25,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20CC%2025,2017-11-17
Sites either side of Northern Above Bar,,,2017-12-18,,0.6,231,231,,local-authority-eng:STH,owned by a public authority,,,not permissioned,,BLR CC 63a,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20CC%2063a,2017-11-17
Sites either side of Northern Above Bar,,,2017-12-18,,0.6,231,231,,local-authority-eng:STH,owned by a public authority,,,not permissioned,,BLR CC 63b,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20CC%2063b,2017-11-17
College Street car park,,,2017-12-18,,0.36,80,80,,local-authority-eng:STH,owned by a public authority,,,not permissioned,,BLR CC 12,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20CC%2012,2017-11-17
Car Park adj 14-18 College Street,,,2017-12-18,,0.07,25,25,,local-authority-eng:STH,not owned by a public authority,,,not permissioned,,BLR CC 55,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20CC%2055,2017-11-17
110-132 Bevois Valley Road,,,2017-12-18,,0.14,11,11,,local-authority-eng:STH,not owned by a public authority,,,not permissioned,,BLR C 45,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20C%2045,2017-12-18
South Hants Hospital Car Park,,,2017-12-18,,0.87,65,65,,local-authority-eng:STH,owned by a public authority,,,not permissioned,,BLR C 6,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20C%206,2017-12-18
Pitt Road Industrial Estate,,,2017-12-18,,1.4,70,70,,local-authority-eng:STH,not owned by a public authority,,,not permissioned,,BLR C 46,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20C%2046,2017-12-18
71 Chafen Road,,,2017-12-18,,0.15,5,5,,local-authority-eng:STH,not owned by a public authority,,,not permissioned,,BLR E 3,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20E%203,2017-12-18
46 Cobbett Road,,,2017-12-18,,0.11,5,5,,local-authority-eng:STH,not owned by a public authority,,,not permissioned,,BLR E 8,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20E%208,2017-12-18
Townhill Park,yes,,2017-12-18,,25.4,665,665,"Hybrid application, full application for 276 dwellings in phase 1, outline applciations for further phases with 389 dwellings. (Overall site includes some greenfield land)",local-authority-eng:STH,owned by a public authority,2016-05-05,,permissioned,full planning permission,BLR E 50,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20E%2050,2017-12-18
68-94 Portswood Road,yes,,2017-12-18,,0.47,30,30,,local-authority-eng:STH,not owned by a public authority,2016-07-26,,permissioned,full planning permission,BLR N 6,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20N%206,2017-12-18
Former Woolston School,,,2017-12-18,,0.66,40,40,,local-authority-eng:STH,,2016-03-22,,permissioned,full planning permission,BLR S 16,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20S%2016,2017-12-18
30-32 Peartree Avenue,,,2017-12-18,,0.2,10,10,,local-authority-eng:STH,not owned by a public authority,,,not permissioned,,BLR S 7,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20S%207,2017-12-18
United Dairies - Shirley,yes,,2017-12-18,,0.62,46,46,,local-authority-eng:STH,not owned by a public authority,2017-08-09,,permissioned,full planning permission,BLR W 10,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20W%2010,2017-12-18
Triangle site at Lower Brownhill Road,,,2017-12-18,,0.45,14,14,,local-authority-eng:STH,,,,not permissioned,,BLR W 24,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20W%2024,2017-12-18
Jessamine Road / Warren Avenue,,,2017-12-18,,0.51,18,18,,local-authority-eng:STH,,,,not permissioned,,BLR W 40,http://www.southampton.gov.uk/planning/planning-policy/brownfield-land-register/brownfield-land-register-map.aspx?FINDLAYER=SCC:BROWNFIELD_REGISTER_EXT&FINDFIELD=SITE_NAME&FINDVALUE=BLR%20W%2040,2017-12-18
