site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Rock Works Park Lane,yes,,2017-12-31,,0.358,20,20,,local-authority-eng:WYE,mixed ownership,,,not permissioned,,BHS/17,http://www.wyreforestdc.gov.uk/media/3411858/BHS17-Rock-Works.png,2017-12-31
Blakebrook School,yes,,2017-12-31,,1.07,41,41,"Allocated un der SAL.WK1. Pre -application public consultation completed. Application submitted. Demolition of existing buildings and the erection of 41 new 2, 3 and 4 bed dwelling houses and conversion of listed building to provide 1 dwellinghouse, together with parking and landscaping",local-authority-eng:WYE,not owned by a public authority,,http://www.wyreforest.gov.uk/fastweb/detail.asp?AltRef=17/0780/FULL,pending decision,,BHS/18,http://www.wyreforestdc.gov.uk/media/3411859/BHS1831-Blakebrook-School-and-Woodfield-House.png,2017-12-31
17-26 Vicar Street,yes,,2017-12-31,,0.2,16,16,Upper floors to be converted. Part of site is Listed Building - former carpet works. Change of use of a building from Office Use (Class B1(a)) to a dwellinghouse (Class C3),local-authority-eng:WYE,not owned by a public authority,2016-07-01,http://www.wyreforest.gov.uk/fastweb/detail.asp?AltRef=16/3028/PNRES,permissioned,full planning permission,BHS/27/28,http://www.wyreforestdc.gov.uk/media/3411860/BHS2728-Vicar-Street.png,2017-12-31
Woodfield House Bewdley Road,yes,,2017-12-31,,0.31,9,9,"Conversion, Extension and alterations to form 9No. Apartments",local-authority-eng:WYE,not owned by a public authority,2015-05-13,http://www.wyreforest.gov.uk/fastweb/detail.asp?AltRef=15/0067/FULL,permissioned,full planning permission,BHS/31,http://www.wyreforestdc.gov.uk/media/3411859/BHS1831-Blakebrook-School-and-Woodfield-House.png,2017-12-31
Land at Mill Street,yes,,2017-12-31,,0.02,5,5,Erection of 5No. three bedroom houses,local-authority-eng:WYE,not owned by a public authority,2017-12-01,http://www.wyreforest.gov.uk/fastweb/detail.asp?AltRef=17/0200/FULL,permissioned,full planning permission,BHS/33,http://www.wyreforestdc.gov.uk/media/3411861/BHS33-Land-at-Mill-Street.png,2017-12-31
Kidderminster Fire Station Castle Road,yes,,2017-12-31,,0.38,40,40,fire station due to relocate to new emergency services hub on Stourport Road,local-authority-eng:WYE,owned by a public authority,,,not permissioned,,BHS/38,http://www.wyreforestdc.gov.uk/media/3411862/BHS38-Kidderminster-Fire-Station.png,2017-12-31
Boucher Building Green Street,yes,,2017-12-31,,0.03,10,10,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,BHS/39,http://www.wyreforestdc.gov.uk/media/3411863/BHS39-Boucher-Building-Green-Street.png,2017-12-31
10-12 Bull Ring,yes,,2017-12-31,,0.02,6,6,"Conversion of upper floors to create 6 residential apartments, 2 two bed apartments and 4 one bed apartments",local-authority-eng:WYE,not owned by a public authority,2017-03-22,http://www.wyreforest.gov.uk/fastweb/detail.asp?AltRef=17/3006/PNRES,permissioned,full planning permission,BHS/40,http://www.wyreforestdc.gov.uk/media/3411864/BHS40Bull-Ring.png,2017-12-31
Tower Buildings Blackwell Street,yes,,2017-12-31,,0.215,39,39,Change of use of a building from office use to a dwellinghouse,local-authority-eng:WYE,not owned by a public authority,2017-10-16,http://www.wyreforest.gov.uk/fastweb/detail.asp?AltRef=17/3051/PNRES,permissioned,full planning permission,BHS/41,http://www.wyreforestdc.gov.uk/media/3411865/BHS41Tower-Buildings.png,2017-12-31
Churchfields Business Park Clensmore Street,yes,,2017-12-31,,7.0892,300,300,"Request for a screening opinion in respect of proposed residential redevelopment for up to 300 homes, relocation of CMS garage and associated highway works that include new arm off Blackwell Street roundabout from St Marys ring road to provide direct access to Churchfields and creation of one way traffic routes along Horse Fair and Blackwell Street at Churchfields, Kidderminster. Application due January 2018. Outline Planning Application for the redevelopment of the site to create approximately 95 residential dwellings, including conversion of one existing building to create 16 flats, along with approximately 669sqm of (B1) office space. NB application due January 2018 will supercede this application",local-authority-eng:WYE,not owned by a public authority,,http://www.wyreforest.gov.uk/fastweb/detail.asp?altref=15/0514/OUTL,pending decision,,BW/1,http://www.wyreforestdc.gov.uk/media/3411869/BW12-Churchfields-and-Limekiln-Bridge.png,2017-12-31
Limekiln Bridge Clensmore Street,yes,,2017-12-31,,7.09,80,80,Allocated under KCA.Ch.6 for mix of residential and small scale A3 uses,local-authority-eng:WYE,mixed ownership,,,not permissioned,,BW/2,http://www.wyreforestdc.gov.uk/media/3411869/BW12-Churchfields-and-Limekiln-Bridge.png,2017-12-31
Sladen School Hurcott Road,yes,,2017-12-31,,0.709,72,72,Allocated under KCA.Ch.4 for dwelling houses and residential imstitutions,local-authority-eng:WYE,owned by a public authority,,,not permissioned,,BW/3,http://www.wyreforestdc.gov.uk/media/3411870/BW3-Sladen-School.png,2017-12-31
Ambulance Station Stourport Road,yes,,2017-12-31,,0.21,12,12,,local-authority-eng:WYE,owned by a public authority,,,not permissioned,,FPH/5,http://www.wyreforestdc.gov.uk/media/3411872/FPH56-Ambulance-station-and-Oasis.png,2017-12-31
Oasis Goldthorn Road,yes,,2017-12-31,,1.78,91,91,Allocated under SAL.SK3,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,FPH/6,http://www.wyreforestdc.gov.uk/media/3411872/FPH56-Ambulance-station-and-Oasis.png,2017-12-31
British Sugar phase 2 Silverwoods Way,yes,,2017-12-31,,2.86,70,70,Allocated under SAL.SK2,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,FPH/10,http://www.wyreforestdc.gov.uk/media/3411873/FPH10-British-Sugar-phase-2.png,2017-12-31
Rifle Range Shops Severn Grove,yes,,2017-12-31,,0.586,12,12,Allocated under SAL.KSS,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,FPH/15,http://www.wyreforestdc.gov.uk/media/3411874/FPH15-Rifle-Range-Shops.png,2017-12-31
Land at 78 Mill Street,yes,,2017-12-31,,0.2,13,13,"Conversion of existing garage workshop, formerly part of the demolished mill, to 5 no. two-bed dwellings and the construction of 3no. two bedroom dwellings and 5 no. live-work units, with associated amenity and parking facilities",local-authority-eng:WYE,not owned by a public authority,2015-01-28,http://www.wyreforest.gov.uk/fastweb/detail.asp?AltRef=13/0193/FULL,permissioned,full planning permission,FHN/9,http://www.wyreforestdc.gov.uk/media/3411871/FHN9-78-Mill-Street-and-BT-building.png,2017-12-31
BT building Mill Street,yes,,2017-12-31,,0.599,40,40,Part of mixed use area allocation,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,FHN/11,http://www.wyreforestdc.gov.uk/media/3411871/FHN9-78-Mill-Street-and-BT-building.png,2017-12-31
Stourminster School Comberton Road,yes,,2017-12-31,,2.15,56,56,,local-authority-eng:WYE,owned by a public authority,,,not permissioned,,OC/11,http://www.wyreforestdc.gov.uk/media/3411884/OC11-Stourminster-site.png,2017-12-31
Former Lloyds Garage site Bridge Street,yes,,2017-12-31,,0.137,17,17,Allocated under SAL.STC1,local-authority-eng:WYE,owned by a public authority,,,not permissioned,,AKR/1,http://www.wyreforestdc.gov.uk/media/3411890/AKR1-Bridge-Street.png,2017-12-31
Cheapside Business Park Severn Road,yes,,2017-12-31,,2.21,72,72,Allocated under SAL.EA2,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,AKR/2,http://www.wyreforestdc.gov.uk/media/3411896/AKR20-2-Carpets-of-Worth-Cheapside.png,2017-12-31
Land rear of Swan Hotel Lickhill Road,yes,,2017-12-31,,1.018,20,20,Allocated under SAL.STC4,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,AKR/7,http://www.wyreforestdc.gov.uk/media/3411891/AKR7-Swan-Hotel-and-Working-Mens-Club.png,2017-12-31
Land adjacent Toll House Bridge Street,yes,,2017-12-31,,0.09,6,6,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,AKR/8,http://www.wyreforestdc.gov.uk/media/3411892/AKR8-adjacent-Toll-House.png,2017-12-31
Shops and garages Queens Road,yes,,2017-12-31,,0.468,14,14,allocated under SAL.SSS1,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,AKR/10,http://www.wyreforestdc.gov.uk/media/3411893/AKR10-Queens-Road-Shops.png,2017-12-31
The Squirrel Inn Areley Common,yes,,2017-12-31,,0.19,7,7,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,AKR/11,http://www.wyreforestdc.gov.uk/media/3411894/AKR11-Squirrel-Inn.png,2017-12-31
Land off Yew Tree Walk,yes,,2017-12-31,,2.489,85,85,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,AKR/18,http://www.wyreforestdc.gov.uk/media/3411895/AKR18-Yew-Tree-Walk.png,2017-12-31
Carpets of Worth site Severn Road,yes,,2017-12-31,,3.305,170,170,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,AKR/20,http://www.wyreforestdc.gov.uk/media/3411896/AKR20-2-Carpets-of-Worth-Cheapside.png,2017-12-31
County Buildings Worcester Street,yes,,2017-12-31,,0.67,40,40,,local-authority-eng:WYE,owned by a public authority,,,not permissioned,,MI/1,http://www.wyreforestdc.gov.uk/media/3411875/MI1-County-Buildings.png,2017-12-31
Land off Baldwin Road,yes,,2017-12-31,,0.8316,55,55,,local-authority-eng:WYE,not owned by a public authority,,,permissioned,,MI/5,http://www.wyreforestdc.gov.uk/media/3411877/MI5-Baldwin-Road.png,2017-12-31
Land off Steatite Way,yes,,2017-12-31,,3.31,106,106,Erection of up to 106 dwelling houses and means of access,local-authority-eng:WYE,not owned by a public authority,,http://www.wyreforest.gov.uk/fastweb/detail.asp?altref=15/0623/OUTL,pending decision,,MI/6,http://www.wyreforestdc.gov.uk/media/3411878/MI6-Steatite-Way.png,2017-12-31
Car sales Worcester Road (southern parcel),yes,,2017-12-31,,0.293,15,15,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,MI/7,http://www.wyreforestdc.gov.uk/media/3411879/MI7-Worcester-Road-Garage.png,2017-12-31
3 Sandy Lane Titton,yes,,2017-12-31,,0.32,13,13,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,MI/11,http://www.wyreforestdc.gov.uk/media/3411880/MI11-SAndy-Lane-Titton.png,2017-12-31
Robbins Depot Manor Road,yes,,2017-12-31,,0.19,12,12,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,MI/12,http://www.wyreforestdc.gov.uk/media/3411881/MI12-Robbins-Depot.png,2017-12-31
Former Chichester Caravans Vale Road,yes,,2017-12-31,,0.34,28,28,"28no dwellings and associated works - reserved matters submission of appearance, scale and landscaping following outline permission 14/0027/OUTL",local-authority-eng:WYE,not owned by a public authority,,http://www.wyreforest.gov.uk/fastweb/detail.asp?AltRef=17/0662/RESE,pending decision,,MI/29,http://www.wyreforestdc.gov.uk/media/3411882/MI29-Chichester-Caravans.png,2017-12-31
106 Minster Road,yes,,2017-12-31,,0.15,600,600,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,MI/34,http://www.wyreforestdc.gov.uk/media/3411883/MI34-106-Minster-Road.png,2017-12-31
Lea Castle Hospital Park Gate Road,yes,,2017-12-31,,48.66,600,600,"Outline planning application to include up to 600 dwellings (C3), up to 3,350sqm of Class B1 employment uses, 150sqm of Class A1/A3/D1 uses (local shop/café/community space), public open space, ecological mitigation, drainage works, infrastructure and ancillary works. Detailed approval is sought for access arrangements, to include the main access from Park Gate Road, secondary access from The Crescent and limited access to a small number of properties from Axborough Lane, with all other matters reserved. (REVISED / ADDITIONAL PLANS)",local-authority-eng:WYE,owned by a public authority,,http://www.wyreforest.gov.uk/fastweb/detail.asp?altref=17/0205/OUTL,pending decision,,WFR/WC/15,http://www.wyreforestdc.gov.uk/media/3411888/WFRWC15-Lea-Castle-Hospital.png,2017-12-31
Sion Hill Middle School Sion Hill,yes,,2017-12-31,,2.1,60,60,Revised scheme for 60 dwellings. Application expected early 2018. Outline Planning Application for up to 46 dwellings with all matters reserved other than access,local-authority-eng:WYE,not owned by a public authority,,http://www.wyreforest.gov.uk/fastweb/detail.asp?AltRef=15/0305/OUTL,pending decision,,WFR/WC/18,http://www.wyreforestdc.gov.uk/media/3411889/WFRWC18-Sion-Hill-School.png,2017-12-31
Yieldingtree Packers Hackman Gate,yes,,2017-12-31,,0.91,9,9,"Full application for 9 dwellings - pending decision http://www.wyreforest.gov.uk/fastweb/detail.asp?AltRef=17/0764/FULL. Outline application (with all matters reserved save for access, scale and partial landscaping) for demolition of existing buildings and redevelopment of the site to provide up to five dwellings",local-authority-eng:WYE,not owned by a public authority,2016-10-18,http://www.wyreforest.gov.uk/fastweb/detail.asp?AltRef=16/0503/OUTL,permissioned,outline planning permission,WFR/BR/5,http://www.wyreforestdc.gov.uk/media/3411886/WFRBR5-Yielding-Tree-Packers.png,2017-12-31
Cursley Distribution Park Curslow Lane,yes,,2017-12-31,,3.293,80,80,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,WFR/ST/9,http://www.wyreforestdc.gov.uk/media/3411887/WFRST9-Cursley-Distribution-Park.png,2017-12-31
Bewdley Fire Station Load Street car park,yes,,2017-12-31,,0.186,15,15,,local-authority-eng:WYE,owned by a public authority,,,not permissioned,,BR/BE/1,http://www.wyreforestdc.gov.uk/media/3411866/BRBE1-Bewdley-Fire-Station.png,2017-12-31
Land at Clows Top,yes,,2017-12-31,,1.44,30,30,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,BR/RO/1,http://www.wyreforestdc.gov.uk/media/3411867/BRRO1-Clows-Top.png,2017-12-31
Bliss Gate Inn,yes,,2017-12-31,,0.158,6,6,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,BR/RO/26,http://www.wyreforestdc.gov.uk/media/3411868/BRRO26Bliss-Gate-Inn.png,2017-12-31
Land at Bellmans Cross Shatterford,yes,,2017-12-31,,0.8,20,20,,local-authority-eng:WYE,not owned by a public authority,,,not permissioned,,WA/UA/1,http://www.wyreforestdc.gov.uk/media/3411885/WAUA1-Bellmans-Cross.png,2017-12-31
