site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Land at Elm Court, Blatchington Road, Seaford",yes,,2019-12-19,,0.24,9,9,Erection of nine dwellings with associated infrastructure. Planning application reference LW/18/0404,local-authority-eng:LEE,not owned by a public authority,2016-06-07,http://planningpa.lewes.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,,25SF,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21
"Seaford Constitutional Club, Crouch Lane, Seaford",yes,,2017-12-21,,0.31,19,19,"Alterations and extension to the Seaford Constitutional Club to provide new club facilities, 8x2 bed flats, 3x1 bed flats & 8x3 bedroom houses together with new carpark layout and landscaping",local-authority-eng:LEE,not owned by a public authority,,http://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZ37JDXD027,pending decision,,,27SF,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21
"51-53 Blatchington Road, Seaford",yes,,2019-12-19,,0.12,9,9,"Conversion of existing building on Blatchington Road frontage to three houses and erection of terrace of six houses to the rear, with gardens, parking and turning areas (discontinuation of commercial use). Planning application reference LW/18/0647",local-authority-eng:LEE,not owned by a public authority,2019-01-18,http://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?previousCaseType=Property&previousKeyVal=K5J521JD00200&activeTab=summary&previousCaseUprn=010033262911&previousCaseNumber=K5J515JD00200&keyVal=JSXWXLJD01L00,permissioned,outline planning permission,,21SF,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21
"Land rear of Chichester Road, Seaford",yes,,2017-12-21,,0.3,10,10,,local-authority-eng:LEE,not owned by a public authority,,http://planningpa.lewes.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,,29SF,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21
"Springfield Industrial Estate, Ditchling Road Wivelsfield",yes,,2017-12-21,,2.3,31,31,Erection of 31 residential dwellings. Planning application reference LW/14/0790,local-authority-eng:LEE,not owned by a public authority,2015-05-21,http://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NDDJPQJDFSP00,not permissioned,full planning permission,,20WV,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21
"Land between 330-338 South Coast Road, Peacehaven",,,2019-12-19,,0.18,8,8,Erection of 8 two-storey 3 bedroomed houses; LW/19/0407,local-authority-eng:LEE,not owned by a public authority,,http://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MMSNAIJD1W000,pending decision,full planning permission,,62PT,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21
"264 South Coast Road, Peacehaven",yes,2019-12-19,2019-12-19,,0.12,31,31,"Demolition of existing buildings and redevelopment to form 31 one and two bedroom sheltered apartments for the elderly including communal facilities, access, car parking and landscaping. Planning application reference LW/16/0841",local-authority-eng:LEE,not owned by a public authority,2017-05-04,http://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MWGMTFJD1W000,permissioned,full planning permission,,64PT,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21
"54 High Street, Newhaven",yes,,2017-12-21,,0.02,5,5,Demolition of existing building and erection of three x one bedroom flats and two x two bedroom flats. Planning application reference LW/15/0071,local-authority-eng:LEE,not owned by a public authority,2015-05-28,http://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?previousCaseType=Property&previousKeyVal=000JXNJDLI000&activeTab=summary&previousCaseUprn=100060066333&previousCaseNumber=000HUXJDBU000&keyVal=JMX7UUJD00C00,permissioned,full planning permission,,BLR10,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21
"Garage Block, Rectory Close, Newhaven",yes,2019-12-19,2019-12-19,,0.07,5,5,Erection of 3 x two bedroom houses and 2 x one bedroom flats with associated car parking. Planning application reference LW/15/0996,local-authority-eng:LEE,not owned by a public authority,2016-02-29,http://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?keyVal=NZG1HAJDMCN00&activeTab=summary,permissioned,full planning permission,,BLR11,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21
"328 South Coast Road, Peacehaven",yes,2019-12-19,2019-12-19,,0.05,6,6,Demolition of existing bungalow and erection of 3-storey block of 6 x two bedroom flats. Planning application reference LW/15/0858.,local-authority-eng:LEE,not owned by a public authority,2016-08-09,http://planningpa.lewes.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000ONAJDLI000,permissioned,full planning permission,,BLR12,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21
"Unit 1 Newhaven Workshop, Beach Road Industrial Estate",yes,,2017-12-21,,1.1,39,39,,local-authority-eng:LEE,not owned by a public authority,,,not permissioned,,,64NH,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21
"Piddinghoe Avenue Car Park, Peacehaven",yes,,2017-12-21,,0.14,6,6,,local-authority-eng:LEE,owned by a public authority,,http://planningpa.lewes.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001CL6JDLI000,not permissioned,,,45PT,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2017-12-21
"Unit 5 North Lane, Newhaven",yes,,2019-12-19,,0.13,13,13,"Redevelopment of site to provide two blocks containing 13 no. three bedroom residential apartments, together with 19 car parking spaces. Planning application reference LW/15/0453",local-authority-eng:LEE,not owned by a public authority,2018-01-24,http://padocs.lewes-eastbourne.gov.uk/civica/Resource/Civica/Handler.ashx/Doc/pagestream?cd=inline&pdf=true&docno=12942516,permissioned,full planning permission,,55PP,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2018-12-11
"Knights Court, South Road, Hamsey",yes,,2019-12-19,,0.33,6,6,Redevelopment of the site with six residential units. Planning application reference LW/18/0850,local-authority-eng:LEE,not owned by a public authority,2017-04-27,http://padocs.lewes-eastbourne.gov.uk/civica/Resource/Civica/Handler.ashx/Doc/pagestream?cd=inline&pdf=true&docno=13030119,permissioned,reserved matters approval,,56PP,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2018-12-11
"138 South Coast Road, Peacehaven",yes,,2019-12-19,,0.05,9,9,Demolition of existing single storey building and garage and construction of four storey mixed use development with two commercial units at ground floor and 9 no. self-contained flats on the upper storeys including 1 and 2 bed units and a 3-bedroom unit. Planning application reference LW/18/0630.,local-authority-eng:LEE,not owned by a public authority,2018-12-20,http://padocs.lewes-eastbourne.gov.uk/civica/Resource/Civica/Handler.ashx/Doc/pagestream?cd=inline&pdf=true&docno=12966373,permissioned,full planning permission,,BLR18,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2019-12-19
"81-85 South Coast Road, Peacehaven",yes,,2019-12-19,,0.14,9,9,"Demolition of 81-83 South Coast Road and construction of 3 storey mixed-use development with ground floor retail unit (A1) and 9 flats (C3), refurbishment of 85 South Coast Road (A1) and construction of 1st floor offices (B1a), new hard and soft landscaping throughout the site together with off-street car parking, cycle parking and refuse/recyling storage. Planning application reference LW/18/0366.",local-authority-eng:LEE,not owned by a public authority,2019-03-14,http://padocs.lewes-eastbourne.gov.uk/civica/Resource/Civica/Handler.ashx/Doc/pagestream?cd=inline&pdf=true&docno=12945031,permissioned,full planning permission,,BLR13,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2019-12-19
"16-28 Cripps Avenue, Peacehaven",yes,,2019-12-19,,0.67,31,31,"Erection of 31 residential dwellings, consisting of a mix of one, two and three bedroom units. Planning application LW/19/0398.",local-authority-eng:LEE,not owned by a public authority,,,pending decision,full planning permission,,BLR14,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2019-12-19
"Avondale Hotel, 4-5 Avondale Road, Seaford",yes,,2019-12-19,,0.04,6,6,Change of use from hotel (C1) to six self contained flats. Planning application reference LW/18/0614,local-authority-eng:LEE,not owned by a public authority,2018-09-21,http://padocs.lewes-eastbourne.gov.uk/civica/Resource/Civica/Handler.ashx/Doc/pagestream?cd=inline&pdf=true&docno=12904433,,full planning permission,,BLR15,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2019-12-19
"1-5 South Road, Newhaven",yes,,2019-12-19,,0.04,7,7,Change of use & redevelopment of former guesthouse to form 7 no. self-contained flats. Planning application LW/19/0231,local-authority-eng:LEE,not owned by a public authority,2019-06-03,,permissioned,full planning permission,,BLR16,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2019-12-19
"Homefield Place, Homefield Road, Seaford",yes,,2019-12-19,,0.39,22,22,"Demolition of existing building and erection of a 55-bedroom care home (within Use Class C2), with associated works including access, parking, and landscaping. Planning application reference LW/19/0364.",local-authority-eng:LEE,not owned by a public authority,2019-11-22,https://planningpa.lewes.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,,BLR17,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2019-12-19
"Reprodux House, Norton Road",yes,,2019-12-19,,0.62,80,80,"Mixed use development of 80 new dwellings (consisting of 1, 2 and 3 bedroom flats, a proportion of which will be affordable) and 600m2 of B1 floor space, associated vehicle parking and hard/soft landscaping",local-authority-eng:LEE,not owned by a public authority,,https://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OE7K6KJDIXJ00,pending decision,full planning permission,,BLR19,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2019-12-19
Land between Beach Road and Transit Road,yes,,2019-12-19,,0.41,39,39,"Full planning application for the development of an 80 bedroom hotel, 25 flats, 14 houses and B1 commercial uses (144sqm) with a multi storey car park, other associated ground level parking, landscaping and access arrangements.",local-authority-eng:LEE,not owned by a public authority,2019-04-02,https://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OMJMD0JD00F00,permissioned,full planning permission,,BLR20,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2019-12-19
"2 South Way, Newhaven (former Conservative club)",yes,,2019-12-19,,0.04,14,14,Erection of a block of flats to accommodate sixteen units,local-authority-eng:LEE,not owned by a public authority,,https://planningpa.lewes.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,pending decision,full planning permission,,BLR21,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2019-12-19
"1-10 Talland Parade, High Street, Seaford",yes,,2019-12-19,,0.17,10,10,"Erection of an additional floor to provide 10 No. self-contained one bedroom flats and provision of off-street car parking facilities, refuse and recycling storage areas and soft landscaping",local-authority-eng:LEE,not owned by a public authority,,https://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?keyVal=LTODNEJD03300&activeTab=summary,permissioned,full planning permission,,BLR22,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2019-12-19
