site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Former James Brothers Site, Blandford Road, Poole, BH15 4AW",yes,,2017-01-12,,0.435975613,60,60,,local-authority-eng:BPC,not owned by a public authority,2012-07-03,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_216270,permissioned,full planning permission,POINT(-1.99593 50.710931),P/BLR/0006,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"10 Crichel Mount Road, Poole, BH14 8LT",yes,,2018-01-12,,0.401515558,4,4,,local-authority-eng:BPC,not owned by a public authority,2017-12-15,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_249383,permissioned,full planning permission,POINT(-1.941488 50.707111),P/BLR/0005,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"Merck House, 24-32 Seldown Road, Poole, BH15 1TD",,,2019-01-12,,0.355639452,81,81,Other site permissions refs and dates of decision: APP/14/01011/PA & 03/10/2014. Prior Approval for 81 units now expired.,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.976352 50.718314),P/BLR/0029,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"66, 68 & 68a Lilliput Road, Poole, BH14 8LA",yes,,2017-01-12,,0.371204276,20,20,,local-authority-eng:BPC,not owned by a public authority,2016-04-22,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245479,permissioned,full planning permission,POINT(-1.935467 50.707834),P/BLR/0031,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"The Grain Silo, The Quay, Poole, BH15 1HA",yes,,2017-01-12,,0.298143203,64,64,,local-authority-eng:BPC,not owned by a public authority,2006-07-13,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_182810,permissioned,reserved matters approval,POINT(-1.990696 50.712675),P/BLR/0001,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"Burnage Court, 6 Martello Park, Poole, BH13 7BA",yes,,2017-01-12,,0.339806787,13,13,Outline site permission ref: APP/15/01292/P. Decision date: 22/04/2016,local-authority-eng:BPC,not owned by a public authority,2016-02-08,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246785,permissioned,reserved matters approval,POINT(-1.918226 50.703371),P/BLR/0041,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"35-37 Clifton Road, Poole, BH14 9PW",yes,,2017-01-12,,0.272575589,4,4,,local-authority-eng:BPC,not owned by a public authority,2016-12-07,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246758,permissioned,full planning permission,POINT(-1.931423 50.717497),P/BLR/0040,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"Broadstone Hotel, Station Approach, Poole, BH18 8AX",yes,,2017-01-12,,0.215204117,31,31,,local-authority-eng:BPC,not owned by a public authority,2007-11-23,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_199509,permissioned,full planning permission,POINT(-1.994748 50.76336),P/BLR/0002,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"1 to 3 Commercial Road, Poole, BH14 0HU",yes,,2019-11-25,,0.191567692,80,80,Revised scheme allowed on appeal. Supersedes planning permission ref: APP/15/01360/F.,local-authority-eng:BPC,not owned by a public authority,2018-04-13,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248933,permissioned,full planning permission,POINT(-1.961461 50.723604),P/BLR/0026,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"Marlborough Court Nursing Home, 91-93 Bournemouth Road, BH14 0ER",yes,,2019-11-25,,0.178330127,36,36,Revised scheme. Supersedes planning permission ref: APP/16/01356/P.,local-authority-eng:BPC,not owned by a public authority,2018-05-18,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_249874,permissioned,outline planning permission,POINT(-1.939794 50.725022),P/BLR/0048,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"1 De Mauley Road, Poole, BH13 7HD",yes,,2018-01-12,,0.173699791,8,8,,local-authority-eng:BPC,not owned by a public authority,2017-04-12,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_251430,permissioned,outline planning permission,POINT(-1.924302 50.705292),P/BLR/0013,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"26 Birchwood Road, Poole, BH14 9NP",yes,12/01/2019,2018-01-12,,0.161937603,6,6,,local-authority-eng:BPC,not owned by a public authority,2017-08-24,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248302,permissioned,full planning permission,POINT(-1.918384 50.727442),P/BLR/0125,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2018-01-12
"385 Sandbanks Road, Poole, BH14 8HZ",yes,,2019-01-12,,0.147098674,5,5,Planning permission for 5 flats now expired.,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.943217 50.704046),P/BLR/0024,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"Land r/o 394-408 Ashley Road, Poole, BH14 0AA",yes,,2017-01-12,,0.11613415,16,16,,local-authority-eng:BPC,not owned by a public authority,2014-04-15,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_226619,permissioned,reserved matters approval,POINT(-1.940511 50.729287),P/BLR/0009,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"5 Highmoor Road, Poole, BH14 8SZ",yes,,2017-01-12,,0.107629617,9,9,,local-authority-eng:BPC,not owned by a public authority,2010-08-24,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_212119,permissioned,full planning permission,POINT(-1.944131 50.720651),P/BLR/0004,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"6 Highmoor Road, Poole, BH14 8SZ",yes,,2017-01-12,,0.111637655,8,8,,local-authority-eng:BPC,not owned by a public authority,2012-08-15,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_219501,permissioned,full planning permission,POINT(-1.945145 50.720665),P/BLR/0008,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"36-38 Panorama Road, Poole, BH13 7RD",yes,,2018-01-12,,0.096226382,12,12,,local-authority-eng:BPC,not owned by a public authority,2016-07-15,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246467,permissioned,outline planning permission,POINT(-1.944071 50.687605),P/BLR/0038,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"207 Haymoor Road, Poole, BH15 3NT",yes,,2017-01-12,,0.100085331,9,9,,local-authority-eng:BPC,not owned by a public authority,2016-08-26,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247358,permissioned,full planning permission,POINT(-1.955567 50.735009),P/BLR/0045,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"103-105 Commercial Road, Poole, BH14 0JD",yes,,2017-01-12,,0.069901987,10,10,,local-authority-eng:BPC,not owned by a public authority,2016-09-09,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247042,permissioned,outline planning permission,POINT(-1.952601 50.723427),P/BLR/0044,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"1 & 3 St Georges Avenue, Poole, BH12 4ND",,,2019-01-12,,0.069973802,10,10,Outline planning permission for 10 flats now expired.,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.947386 50.743507),P/BLR/0019,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"Land r/o Adastral Square, Poole, BH17 8SA",yes,,2017-01-12,,0.015003979,6,6,,local-authority-eng:BPC,not owned by a public authority,2016-05-24,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246275,permissioned,full planning permission,POINT(-1.964068 50.742106),P/BLR/0037,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"78 High Street, Poole, BH15 1DB",,,2019-01-12,,0.041125562,6,6,Outline planning permission for 6 flats now expired.,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.985645 50.714798),P/BLR/0022,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"78 High Street, Poole, BH15 1DB",yes,,2017-01-12,,0.041125562,6,6,,local-authority-eng:BPC,not owned by a public authority,2016-11-28,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248192,permissioned,full planning permission,POINT(-1.985645 50.714798),P/BLR/0051,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"370-372 Ashley Road, Poole, BH14 9DQ",yes,,2017-01-12,,0.036207989,5,5,,local-authority-eng:BPC,not owned by a public authority,2018-09-03,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_252423,permissioned,full planning permission,POINT(-1.938017 50.729059),P/BLR/0014,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"214 Lower Blandford Road, Poole, BH18 8DX",yes,,2017-01-12,,0.110046244,5,5,,local-authority-eng:BPC,not owned by a public authority,2016-06-30,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246176,permissioned,outline planning permission,POINT(-1.995105 50.761418),P/BLR/0036,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"69 High Street, Poole, BH15 1AF",,,2018-01-12,,0.02392112,5,5,Expired planning permission.,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.985492 50.714096),P/BLR/0011,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
12 Rectory Road,,,2017-01-12,,0.276949978,14,14,,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.985315 50.732863),P/BLR/0077,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
42-44 Tower Road,,,2017-01-12,,0.380478163,14,14,,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.907355 50.717532),P/BLR/0078,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"Knighton Lodge, Wheelers Lane",,,2017-01-12,,0.803772281,7,7,,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.937006 50.771416),P/BLR/0079,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
Land off Wheelers Lane,,,2017-01-12,,1.375054178,6,6,,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.937872 50.769609),P/BLR/0080,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"Patrick House, West Quay Road, Poole, BH15 1JF",,,2017-01-12,,0.293724356,40,40,,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.989659 50.715295),P/BLR/0088,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"Westover House, West Quay Road, Poole, BH15 1JG",,,2017-01-12,,0.462679585,80,80,,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.989409 50.715858),P/BLR/0085,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"Corfe House, Pitwines Close, Poole, BH15 1ED",,,2017-01-12,,0.191123478,30,30,,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.977356 50.715826),P/BLR/0089,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"Sea View Centre, Croft Road, Poole, BH12 3LD",,,2017-01-12,,0.801183558,50,50,,local-authority-eng:BPC,owned by a public authority,,,Not permissioned,,POINT(-1.951252 50.732107),P/BLR/0087,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
Albert Road Car Park,,,2017-01-12,,0.339870294,20,20,,local-authority-eng:BPC,owned by a public authority,,,Not permissioned,,POINT(-1.935507 50.729769),P/BLR/0093,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"2-10 Haven Road, Poole, BH13 7LP",,,2017-01-12,,0.153765286,20,20,,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.9206 50.70569),P/BLR/0094,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
"Former Power Station, sub-station, oil depot & land east of Rigler Road, Poole",,,2019-01-12,,15.36515747,900,900,Existing site allocation in the Core Strategy Development Plan Document adopted in 2009.,local-authority-eng:BPC,not owned by a public authority,,,Not permissioned,,POINT(-1.996686 50.715106),P/BLR/0057,https://www.bournemouth.gov.uk/planningbuilding/PlanningPolicy/PlanningPolicyFiles/brownfieldlandregister/blr-2019-site-plans-reduced.pdf,2017-01-12
