site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Land at Bolton Road, Banbury",,,2017-12-04,,2,200,200,2017 HELAA site - HELAA257. A Bolton Road Supplementary Planning Document is programmed in the Local Development Scheme.,local-authority-eng:CHR,,,,Not permissioned,,POINT(-1.337983 52.062943),BLR11,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Land at Higham Way, Banbury",yes,,2017-12-04,,3,150,150,2017 HELAA site - HELAA254.,local-authority-eng:CHR,not owned by a public authority,,,Not permissioned,,POINT(-1.323207 52.058112),BLR12,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Mercia House, 51 South Bar Street, Banbury",yes,,2017-12-04,,0.14,10,10,,local-authority-eng:CHR,not owned by a public authority,2017-02-17,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.341038 52.05957),BLR13,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Morrison Property Consultants, 24 Horse Fair, Banbury",yes,,2017-12-04,,0.1,8,8,,local-authority-eng:CHR,not owned by a public authority,2017-03-31,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.339643 52.061136),BLR14,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"P R Alcock And Sons Ltd, Castle Street, Banbury",yes,,2017-12-04,,0.16,5,5,,local-authority-eng:CHR,not owned by a public authority,2015-11-26,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.336673 52.063771),BLR15,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Poundland, 1 - 6 Malthouse Walk, Banbury",yes,,2017-12-04,,0.07,20,20,,local-authority-eng:CHR,not owned by a public authority,2015-11-02,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.333411 52.061406),BLR16,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"The Imperial Oriental, 13 - 14 South Bar Street, Banbury",yes,,2017-12-04,,0.03,7,7,,local-authority-eng:CHR,not owned by a public authority,2015-03-02,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.340026 52.058944),BLR17,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"The Unicorn, Market Place, Banbury",yes,,2017-12-04,,0.04,7,7,,local-authority-eng:CHR,not owned by a public authority,2017-01-24,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.336097 52.062267),BLR18,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Bessemer Close/Launton Road, Bicester",yes,,2017-12-04,,1.18,70,70,,local-authority-eng:CHR,not owned by a public authority,2017-08-25,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-1.141807 51.899679),BLR19,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Former Bicester Library, Old Place Yard, Bicester",yes,,2017-12-04,,0.04,6,6,The site was previously used as a library however is now vacant. Part of land identified for residential development in the Non-Statutory Cherwell Local Plan 2011.,local-authority-eng:CHR,owned by a public authority,,,Not permissioned,,POINT(-1.153385 51.895375),BLR20,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Garage Block Rear Of 52 To 58 Bucknell Road, Bicester",yes,,2017-12-04,,0.1,6,6,,local-authority-eng:CHR,not owned by a public authority,2016-09-19,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.159906 51.904943),BLR21,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"McKay Trading Estate, Station Approach, Bicester",yes,,2017-12-04,,1.2,60,60,The site is currently being used for employment purposes and is located at an industrial estate. Planning permission given for redevelopment to include new offices.,local-authority-eng:CHR,not owned by a public authority,,,Not permissioned,,POINT(-1.149517 51.893962),BLR22,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"St Edburg's School, Cemetery Road, Bicester",yes,,2017-12-04,,0.37,10,10,Development principles approved in October 2008 for re-use of school buildings.,local-authority-eng:CHR,not owned by a public authority,,,Not permissioned,,POINT(-1.156444 51.895738),BLR23,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"B Line Business Centre, Station Road, Enslow",yes,,2017-12-04,,0.61,14,14,,local-authority-eng:CHR,not owned by a public authority,2016-11-21,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.299694 51.860102),BLR24,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"The George And Dragon, 15 East Street, Fritwell",,,2017-12-04,,0.22,7,7,A new planning application is expected for 7 dwellings on only the George and Dragon site.,local-authority-eng:CHR,not owned by a public authority,2016-05-25,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.23275 51.960043),BLR25,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Varneys Garage, Quarry Road, Hornton",yes,,2017-12-04,,0.35,3,3,,local-authority-eng:CHR,not owned by a public authority,2015-04-08,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-1.448057 52.108948),BLR26,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"65 Oxford Road, Kidlington",yes,,2017-12-04,,0.1,6,6,,local-authority-eng:CHR,not owned by a public authority,2017-02-24,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.28632 51.820632),BLR27,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Builder's Yard, The Moors, Kidlington",,,2017-12-04,,0.3,13,13,"There is currently a car repair garage on site and an area for car parking. Potentially suitable for residential development and employment (B1a offices only) subject to dealing with site constraints (heritage, relationship with neighbouring properties, assessment of trees, potential ecology and access constraints).",local-authority-eng:CHR,,,,Not permissioned,,POINT(-1.285135 51.827656),BLR28,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Co Op, 26 High Street, Kidlington",,,2017-12-04,,0.55,40,40,Adopted Kidlington Masterplan Supplementary Planning Document will need to be considered.,local-authority-eng:CHR,not owned by a public authority,,,Not permissioned,,POINT(-1.288347 51.822712),BLR29,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"South Building, 16 Lyne Road, Kidlington",yes,,2017-12-04,,0.06,5,5,,local-authority-eng:CHR,not owned by a public authority,2016-11-28,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.292998 51.823145),BLR30,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"The Plough Inn, Merton",yes,,2017-12-04,,0.38,1,1,,local-authority-eng:CHR,not owned by a public authority,2015-05-11,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-1.165465 51.854381),BLR31,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Tyre Depot, South of Cassington Road, Yarnton",yes,,2017-12-04,,0.9,16,16,2017 HELAA site - HELAA268.,local-authority-eng:CHR,not owned by a public authority,,https://www.publicaccess.cherwell.gov.uk/online-applications/,pending decision,,POINT(-1.305978 51.803684),BLR32,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
