site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Cragland, Milford Road, South Milford",yes,,2018-08-07,,0.43,6,6,,local-authority-eng:SEL,not owned by a public authority,2016-06-08,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.247719 53.781624),SMilford-31,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
Commercial Street Bus Station,,,2018-08-07,,0.49,17,17,Entire site within a floodzone 3 area. Entire site within a ground water protection zone 1 area.,local-authority-eng:SEL,,,,not permissioned,,POINT(-1.25846 53.885073),Tadcaster-12,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
Land west of Commercial Street,,,2018-08-07,,0.28,10,10,"Entire site within a floodzone 3 area. Most of site within a ground water protection zone 1 area, northern edge within zone 2.",local-authority-eng:SEL,,,,not permissioned,,POINT(-1.259546 53.88561),Tadcaster-13,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"Fire Station & Police Station, Station Road, Tadcaster",,,2018-08-07,,0.72,25,25,Entire site within a ground water source protection zone 1 area.,local-authority-eng:SEL,,,,not permissioned,,POINT(-1.271619 53.882538),Tadcaster-15,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"The Old Coal Yard, Wighill Lane, Tadcaster",yes,,2018-08-07,,0.15,8,8,Whole of site is in a groundwater source protection zone 2,local-authority-eng:SEL,not owned by a public authority,2016-01-25,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.257639 53.887647),Tadcaster-21,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Land at Auster Bank Road, Tadcaster",,,2018-08-07,,0.27,9,9,Whole of site is in a groundwater source protection zone 3.,local-authority-eng:SEL,owned by a public authority,,,not permissioned,,POINT(-1.248444 53.890466),Tadcaster-4,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"Land at Edgerton Drive, Tadcaster",yes,,2018-08-07,,0.36,11,11,Whole of site is in a groundwater source protection zone 3,local-authority-eng:SEL,owned by a public authority,,,not permissioned,,POINT(-1.272704 53.883092),Tadcaster-5,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Land at Hollygarth, Thorpe Willoughby",yes,,2018-08-07,,0.48,14,14,Whole of site is in a groundwater source protection zone 3,local-authority-eng:SEL,owned by a public authority,2018-07-26,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.125099 53.773359),ThorpeW-8,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"Land at Towton Hall, Towton",yes,,2018-08-07,,0.67,13,13,Site lies within outer health and safety executive consultation zone of a gas pipeline.,local-authority-eng:SEL,not owned by a public authority,,,not permissioned,,POINT(-1.264362 53.849588),Towton-2,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2018-08-07
"RAF Church Fenton, Busk Lane, Church Fenton",yes,,2018-08-07,,3.14,39,39,Areas of floodzone 2 on the western edges of the site.,local-authority-eng:SEL,not owned by a public authority,2015-12-21,http://public.selby.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.208709 53.833622),Ulleskelf-11,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
"RAF Church Fenton, Busk Lane, Church Fenton",yes,,2018-08-07,,5.29,65,65,Possible ground contamination on the majority of site from the former airfield.,local-authority-eng:SEL,not owned by a public authority,,,pending decision,reserved matters approval,POINT(-1.206189 53.835924),Ulleskelf-6,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,2016-06-22
